0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	0
0.00	107692
0.00	111538
0.00	115384
0.00	157692
0.00	157692
0.00	157692
0.00	169230
0.00	169230
0.00	180769
0.00	184615
0.00	188461
0.00	38461
0.00	38461
0.00	38461
0.00	38461
0.00	53846
0.00	76923
0.00	76923
0.00	76923
0.00	76923
0.00	76923
0.00	76923
0.01	196153
0.01	196153
0.01	200000
0.01	207692
0.01	211538
0.01	211538
0.01	230769
0.01	230769
0.01	230769
0.01	238461
0.01	253846
0.01	257692
0.01	257692
0.01	261538
0.01	265384
0.01	269230
0.01	276923
0.01	276923
0.01	276923
0.01	280769
0.01	296153
0.01	315384
0.01	319230
0.01	319230
0.01	323076
0.01	323076
0.01	323076
0.01	334615
0.01	350000
0.01	353846
0.01	353846
0.01	365384
0.01	365384
0.01	376923
0.01	388461
0.01	388461
0.01	388461
0.01	392307
0.01	400000
0.01	407692
0.01	411538
0.01	419230
0.01	423076
0.01	423076
0.01	426923
0.01	453846
0.01	461538
0.01	469230
0.01	476923
0.01	476923
0.01	476923
0.01	480769
0.01	492307
0.01	496153
0.01	496153
0.01	515384
0.01	526923
0.01	530769
0.01	546153
0.01	546153
0.01	553846
0.01	553846
0.01	553846
0.01	557692
0.01	561538
0.01	561538
0.01	569230
0.01	576923
0.02	580769
0.02	584615
0.02	592307
0.02	596153
0.02	600000
0.02	607692
0.02	607692
0.02	607692
0.02	630769
0.02	642307
0.02	646153
0.02	653846
0.02	657692
0.02	661538
0.02	680769
0.02	684615
0.02	688461
0.02	692307
0.02	692307
0.02	692307
0.02	692307
0.02	707692
0.02	711538
0.02	711538
0.02	715384
0.02	719230
0.02	723076
0.02	726923
0.02	734615
0.02	738461
0.02	742307
0.02	750000
0.02	753846
0.02	753846
0.02	761538
0.02	773076
0.02	776923
0.02	780769
0.02	780769
0.02	780769
0.02	780769
0.02	788461
0.02	796153
0.02	800000
0.02	800000
0.02	803846
0.02	811538
0.02	815384
0.02	819230
0.02	819230
0.02	819230
0.02	823076
