0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.000	0
0.001	38461
0.001	38461
0.001	38461
0.001	38461
0.001	53846
0.002	76923
0.002	76923
0.002	76923
0.002	76923
0.002	76923
0.002	76923
0.003	107692
0.003	111538
0.003	115384
0.004	157692
0.004	157692
0.004	157692
0.004	169230
0.004	169230
0.005	180769
0.005	184615
0.005	188461
0.005	196153
0.005	196153
0.005	200000
0.005	207692
0.005	211538
0.005	211538
0.006	230769
0.006	230769
0.006	230769
0.006	238461
0.007	253846
0.007	257692
0.007	257692
0.007	261538
0.007	265384
0.007	269230
0.007	276923
0.007	276923
0.007	276923
0.007	280769
0.008	296153
0.008	315384
0.008	319230
0.008	319230
0.008	323076
0.008	323076
0.008	323076
0.009	334615
0.009	350000
0.009	353846
0.009	353846
0.009	365384
0.009	365384
0.010	376923
0.010	388461
0.010	388461
0.010	388461
0.010	392307
0.010	400000
0.011	407692
0.011	411538
0.011	419230
0.011	423076
0.011	423076
0.011	426923
0.012	453846
0.012	461538
0.012	469230
0.012	476923
0.012	476923
0.012	476923
0.013	480769
0.013	492307
0.013	496153
0.013	496153
0.013	515384
0.014	526923
0.014	530769
0.014	546153
0.014	546153
0.014	553846
0.014	553846
0.014	553846
0.015	557692
0.015	561538
0.015	561538
0.015	569230
0.015	576923
0.015	580769
0.015	584615
0.015	592307
0.015	596153
0.016	600000
0.016	607692
0.016	607692
0.016	607692
0.016	630769
0.017	642307
0.017	646153
0.017	653846
0.017	657692
0.017	661538
0.018	680769
0.018	684615
0.018	688461
0.018	692307
0.018	692307
0.018	692307
0.018	692307
0.018	707692
0.018	711538
0.018	711538
0.019	715384
0.019	719230
0.019	723076
0.019	726923
0.019	734615
0.019	738461
0.019	742307
0.019	750000
0.020	753846
0.020	753846
0.020	761538
0.020	773076
0.020	776923
0.020	780769
0.020	780769
0.020	780769
0.020	780769
0.021	788461
0.021	796153
0.021	800000
0.021	800000
0.021	803846
0.021	811538
0.021	815384
0.021	819230
0.021	819230
0.021	819230
0.021	823076
0.022	834615
0.022	834615
0.022	846153
0.022	853846
0.022	861538
0.023	869230
0.023	869230
0.023	869230
0.023	869230
0.023	869230
0.023	876923
0.023	876923
0.023	880769
0.023	880769
0.023	888461
0.023	892307
0.024	903846
0.024	903846
0.024	911538
0.024	911538
0.024	915384
0.024	915384
0.024	919230
0.024	926923
0.025	942307
0.025	942307
0.025	946153
0.025	950000
0.025	950000
0.025	957692
0.025	969230
0.025	969230
0.026	1000000
0.026	1007692
0.026	1011538
0.026	1011538
0.026	1019230
0.026	1019230
0.026	984615
0.026	984615
0.026	988461
0.026	992307
0.026	992307
0.026	996153
0.027	1023076
0.027	1023076
0.027	1023076
0.027	1026923
0.027	1034615
0.027	1050000
0.027	1053846
0.028	1057692
0.028	1061538
0.028	1065384
0.028	1069230
0.028	1073076
0.028	1076923
0.028	1076923
0.028	1080769
0.028	1084615
0.028	1088461
0.028	1088461
0.029	1096153
0.029	1096153
0.029	1103846
0.029	1103846
0.029	1107692
0.029	1107692
0.029	1107692
0.029	1107692
0.029	1119230
0.029	1123076
0.029	1123076
0.029	1134615
0.030	1138461
0.030	1138461
0.030	1142307
0.030	1150000
0.030	1150000
0.030	1153846
0.030	1161538
0.030	1161538
0.030	1169230
0.030	1169230
0.030	1169230
0.031	1180769
0.031	1184615
0.031	1184615
0.031	1192307
0.031	1196153
0.031	1200000
0.031	1200000
0.031	1203846
0.031	1203846
0.032	1215384
0.032	1219230
0.032	1223076
0.032	1223076
0.032	1226923
0.032	1234615
0.032	1242307
0.033	1261538
0.033	1269230
0.033	1269230
0.033	1280769
0.034	1292307
0.034	1292307
0.034	1292307
0.034	1296153
0.034	1296153
0.034	1307692
0.034	1307692
0.034	1307692
0.034	1311538
0.034	1315384
0.034	1323076
0.035	1326923
0.035	1326923
0.035	1334615
0.035	1338461
0.035	1357692
0.035	1357692
0.035	1357692
0.036	1369230
0.036	1373076
0.036	1388461
0.036	1392307
0.036	1392307
0.036	1400000
0.036	1403846
0.036	1403846
0.036	1403846
0.036	1403846
0.037	1419230
0.037	1426923
0.037	1426923
0.037	1426923
0.037	1442307
0.037	1442307
0.038	1446153
0.038	1453846
0.038	1457692
0.038	1457692
0.038	1461538
0.038	1465384
0.038	1465384
0.038	1465384
0.038	1469230
0.038	1473076
0.038	1473076
0.038	1473076
0.038	1473076
0.038	1476923
0.038	1480769
0.039	1484615
0.039	1492307
0.039	1496153
0.039	1496153
0.039	1503846
0.039	1511538
0.039	1515384
0.039	1515384
0.040	1519230
0.040	1523076
0.040	1530769
0.040	1530769
0.040	1534615
0.040	1538461
0.040	1542307
0.040	1550000
0.040	1550000
0.040	1553846
0.040	1553846
0.041	1565384
0.041	1573076
0.041	1576923
0.042	1596153
0.042	1596153
0.042	1596153
0.042	1603846
0.042	1603846
0.042	1603846
0.042	1607692
0.042	1611538
0.042	1619230
0.042	1626923
0.042	1626923
0.042	1626923
0.042	1626923
0.042	1630769
0.043	1634615
0.043	1634615
0.043	1634615
0.043	1638461
0.043	1642307
0.043	1642307
0.043	1642307
0.043	1646153
0.043	1653846
0.043	1657692
0.044	1684615
0.044	1688461
0.044	1692307
0.044	1700000
0.044	1703846
0.044	1707692
0.044	1707692
0.045	1715384
0.045	1715384
0.045	1730769
0.045	1734615
