	EHZ1	EHZ2	TJS1	TJS2	TJS3
Barthea00210	1.46081382861827	0.84917280325794	2.71211482626711	2.90223620348854	2.84994941566891
Barthea00211	7.12751831037174	6.85489249506674	7.33379920804607	5.94965710809816	6.14791099967444
Barthea00212	0.473989217366	1.233316294591	0.0427020037466392	0.80880933952027	1.08882995979392
Barthea00213	9.23172771660679	10.2608274108954	9.76761491754556	9.39213051866074	10.1660271717236
Barthea00214	4.86380630149311	5.14519460490257	4.65176282808483	4.83523536912308	4.49976306074003
Barthea00215	6.70000723716261	6.57061961536528	6.89617747198367	7.04195638890772	6.66792545348308
Barthea00216	3.19645524183709	3.37167121703244	2.91017791824181	3.50768516044493	3.42566976408522
Barthea00217	4.76810865332936	4.3695417774711	4.79303482165067	4.54017618069068	4.453220474803
Barthea00219	2.92624918060104	2.83071589855038	2.24966438451348	2.69798120930789	3.03636253989979
Barthea00220	5.55449184390049	5.0231674690093	4.45245401986142	4.14086165168134	4.01926011220908
Barthea00221	5.02466605220299	4.55711680381113	4.72053407924508	4.12054166730174	4.07234183700536
Barthea00223	4.37386791561915	4.3695417774711	4.40548523154584	4.27561106379458	4.57191284649587
Barthea00224	3.44417356293044	3.33721716070332	3.12110834921196	3.79091918062438	3.61970494495278
Barthea00225	4.84364604273359	5.08417285528519	4.50631333088223	5.38442847791123	5.16744866581682
Barthea00227	2.11048201872724	1.47432439409479	2.57026219342287	2.29568684055924	2.25667164673575
Barthea00228	1.03247950672597	0.458382850225773	1.22958013847015	1.03410165136251	1.12582416727613
Barthea00230	4.4854197981424	3.84611300350888	0.863152583415927	1.40052920641673	1.64222238151421
Barthea00232	5.66201602518362	5.45135264815824	3.02338852868981	3.47604584327097	2.80503699379333
Barthea00234	3.34008793029626	3.30192010859002	3.64039799437558	3.57494159885136	3.25249597076455
Barthea00235	5.93996368187007	6.27543755796004	4.88364728753131	4.6520005561814	3.87461146990318
Barthea00236	2.37210960334679	2.98333804158265	2.70243227286977	2.69798120930789	2.47309511027795
Barthea00237	2.39998863592222	1.7609456202462	0.827963154953627	0.49195223418033	0.654933433263765
Barthea00239	5.07092435975323	4.4683669387984	5.22366917598054	4.32617376209062	4.69086597387402
Barthea00240	3.80376517407605	2.74131681349727	2.09544346581861	1.87823074047775	1.45140003917863
Barthea00242	4.66847747184813	5.05000908122794	4.61094114687667	4.5493264970367	4.29168523633854
Barthea00244	5.02018214792258	5.07112850746047	4.85115278232552	4.96398388959726	4.36700785188826
Barthea00245	3.34726553236931	2.26115050278773	4.50909309097321	4.12054166730174	4.05326459981021
Barthea00246	1.35084098659314	2.18569827435826	1.17461367925222	1.7780032927391	1.53628893676515
Barthea00247	5.82384340892761	6.2731611156086	6.7807223748333	6.92906547339403	7.03484375352846
Barthea00248	4.86630664014476	5.18206275364175	4.37228367117744	4.52479549086735	4.38619290908476
Barthea00250	3.4707066333767	3.68420617696249	0.995907792267698	1.89746695934067	0.888132609556796
Barthea00252	4.96525928881771	5.24845978085154	5.71993433072641	6.15940618928599	5.61564672837843
Barthea00254	6.29300705694918	6.24903906013693	6.01020422095607	6.53289079490256	6.28607857128894
Barthea00255	2.76409186639796	3.1711008981453	2.48246658892786	2.49826600811253	2.5835946515435
Barthea00257	2.61744200744712	2.24265415917034	1.30829211448419	1.83897131003052	1.39189902742997
Barthea00258	5.07956974916565	4.89282574867721	5.38822521504646	4.96853857385669	4.98820650174514
Barthea00259	4.9791872654493	4.67905675433592	4.49514041896297	4.36814603256593	4.03878927729433
Barthea00260	3.18046953766439	2.63186567108127	3.00774940491221	3.29930715623793	2.98695034577471
Barthea00261	5.21324818439762	4.44023550351551	4.0253315526076	4.364694607377	4.19490847921161
Barthea00262	3.09777096697768	2.26115050278773	2.30189434328604	3.23270940750891	2.23989593398492
Barthea00263	4.04356868538777	3.80888009730991	4.53114043566355	5.02865956629427	5.40230198659881
Barthea00264	1.68131419061351	1.68077527156222	2.20921234077619	2.55992902799634	2.36893787898666
Barthea00266	4.37386791561915	3.08027191994529	2.95978836646105	3.5508459232339	3.25249597076455
Barthea00267	3.87004904183058	2.55898679116418	2.68287000649125	3.5014125634294	2.66124720719597
Barthea00268	3.84997643920418	3.95805159997179	2.93519637827865	1.97194517529994	3.3337960728664
Barthea00271	2.27005833187709	3.50956157415134	2.77813199900162	2.68696821658547	2.55675303932486
Barthea00272	2.09350894012353	2.06456183685662	1.60705422479251	2.6420557947099	2.32188930618223
Barthea00273	5.4632933967581	4.7096811480086	5.56158530604546	5.08846896152957	4.59518262581871
Barthea00274	1.03247950672597	0.458382850225773	1.97192892933326	2.22130464423666	1.48025490185082
Barthea00275	4.80246015812013	4.81358709998743	4.79075207585655	4.43220142673528	4.86780308048171
Barthea00276	3.99412569882389	3.43005412716728	3.8032627143253	3.79605333209582	4.09117009824844
Barthea00277	1.23178831494937	1.03261894435387	0.716931842564883	0.887880910511469	1.0508621095949
Barthea00278	4.27571227134427	4.63718600301454	4.99293213970184	5.01990930419525	5.39663694643663
Barthea00279	2.85753643051703	3.01637830334666	2.7217328288287	2.52324836466987	2.27325453093135
Barthea00280	3.50961312709672	1.99995275543355	2.9678934160981	2.59570015901816	2.92533122751105
Barthea00281	3.0720078709126	1.30637975678072	2.15344906925418	-0.0555355611221638	2.63582461031606
Barthea00282	5.66345440520396	5.45537410035343	6.86613700299449	6.54894639031842	7.55102678908707
Barthea00283	4.03914323700698	2.86739656187685	3.34298153532924	3.39038125104065	3.21006070444416
Barthea00285	4.09137319577953	4.62652564632608	4.13377158447771	4.4871987042097	4.09583901831329
Barthea00287	4.59198642676445	4.28620187484309	5.07589066839721	5.09889310399698	5.80432402365731
Barthea00288	0.118894258543438	-0.278582743940433	0.863152583415927	0.80880933952027	0.704686468460865
Barthea00289	0.118894258543438	-0.278582743940433	0.827963154953627	0.80880933952027	0.549963873662223
Barthea00291	3.1479567241459	3.38859452006891	3.92065505245726	4.31548708329337	4.53112723164937
Barthea00292	3.1479567241459	2.51342421378373	2.77813199900162	2.11027333184792	2.32188930618223
Barthea00293	4.80246015812013	4.52686258810854	5.60380710426601	5.16982638793348	5.58442545780942
Barthea00294	5.78736700888943	5.9258072596166	7.71648092990583	6.50101961911514	7.72686617339323
Barthea00295	4.9838002031632	5.36847587787264	4.26783250721241	4.26824095815757	4.44957730357182
Barthea00296	5.60477036013706	5.40011519504659	6.38709235669152	5.01551419023734	6.47085036882479
Barthea00297	5.06658215921153	5.14020689019952	4.8335183987868	5.01771342090847	5.43214548209869
Barthea00299	2.29995981759095	1.86134751720404	1.38293091537695	0.887880910511469	0.436753263214232
Barthea00301	2.20832934212538	2.04334535094693	3.81678807939695	3.17081487378297	4.73343540694248
Barthea00302	1.89230184867771	2.26115050278773	2.87613043741414	2.51081126143165	2.18836563334484
Barthea00303	3.98954571072063	3.87041159963228	3.10649865432761	3.79605333209582	3.53971984216542
Barthea00304	1.79066158680187	1.81201980484047	3.75723983121842	3.66187723562264	3.95903453117925
Barthea00305	5.91482064229767	6.00064089999269	5.55890496149206	5.51470938604285	5.46680101161528
Barthea00306	1.29254234602847	0.943809677396015	2.03500761195664	1.97194517529994	2.62294331901933
Barthea00307	4.5583627746931	4.77227362604772	4.22789376184226	4.21173131752986	3.97939035446187
Barthea00308	5.14487074427216	5.35131350398945	5.07776429858379	5.45103904091428	5.73568084714813
Barthea00309	5.0066462077427	4.77870705941055	4.99094495613575	4.43549525246032	4.31989525605014
Barthea00310	6.68804335606649	6.1911344354346	8.10339793543419	7.63258022471931	7.29549550805126
Barthea00311	6.49231586517259	6.36794263261028	8.31197792463763	7.81940639070029	7.50174342486827
Barthea00312	4.85376138682565	3.67733618759545	5.06270667940661	4.26824095815757	4.08648601932563
Barthea00313	1.96875390911558	2.14643884391103	2.92690500464726	2.92115706538577	3.0935064470034
Barthea00314	2.86755518634202	4.0406712166486	3.72890448423096	3.57494159885136	3.04604509329713
Barthea00315	3.85502083259825	3.98055022421103	3.60445711330647	3.43055168951619	3.90685180690339
Barthea00316	5.63587689974289	6.04934409156837	5.90332675083429	5.79669381825102	6.10107355554867
Barthea00317	6.34233476931275	6.79981518948058	6.21900779861067	6.6288084708301	6.58484068159726
Barthea00318	4.29440029224905	4.53448582931156	5.1928813914316	4.87459521976124	4.78638428689144
Barthea00319	4.33828793625005	3.23799278180047	2.61223446389819	2.54780546891385	1.85546642063647
Barthea00320	3.54749788710158	3.83997386641147	3.67050750547353	3.27744772227419	3.1212514374863
Barthea00321	1.63514400918058	2.68762894260328	2.92690500464726	4.55236375087615	3.26083527167728
Barthea00322	2.84744761289344	2.7674296538164	3.00774940491221	2.76235002842761	2.97686152815113
Barthea00323	5.06875489311752	5.06324490838463	3.45100915740626	4.25711472017719	4.53112723164937
Barthea00324	4.44249893123818	4.43617157113561	4.31307189259752	4.58238970543478	4.48915496117405
Barthea00327	4.86380630149311	3.7180738129852	5.08150427486074	6.23507409422237	3.37279020448227
Barthea00328	2.4408223534308	2.02181218939729	2.47110672676331	2.29568684055924	2.3842858433201
Barthea00329	2.05895171808716	2.54395858193185	1.02727196317703	1.40052920641673	1.6675334700434
Barthea00330	0.307339347956549	-0.278582743940433	1.52153615360645	2.1904436805319	1.16189342198365
Barthea00332	3.76677096659385	3.31082566181191	3.41589111415134	3.98773714734354	2.87189196854958
Barthea00333	6.03080875374145	6.47877639672528	6.36654730162829	6.82742094723947	6.71420672896099
Barthea00334	5.09670664008257	5.07374682948748	5.19978012563335	5.24308516027313	5.40982093542723
Barthea00335	6.30042214576055	6.25942650930527	6.32534685240809	6.21796120116229	6.60872145298968
Barthea00336	1.48704537019145	1.47432439409479	1.97192892933326	1.89746695934067	2.02171576393539
Barthea00337	3.44417356293044	2.36740919017828	1.54339558757019	3.04707950536072	2.3842858433201
Barthea00338	4.67989351591388	4.10863681119865	3.8032627143253	4.29023927571957	3.44042892135763
Barthea00339	1.29254234602847	1.68077527156222	1.97192892933326	2.69798120930789	2.97686152815113
Barthea00340	1.61149274111593	1.47432439409479	1.35847787165241	1.34556274719881	2.47309511027795
Barthea00342	2.62926744284391	3.47828240766348	3.87828210826919	2.59570015901816	4.05326459981021
Barthea00343	5.75400069650115	6.1458168585421	4.88364728753131	4.48083620198616	4.66282134269408
Barthea00344	-0.178087479213693	-0.509908290046889	1.80099610735336	0.150915316345263	1.32983805929772
Barthea00346	1.46081382861827	2.10608110629489	4.48670358181433	1.03410165136251	5.5041601840491
Barthea00347	0.42054995840454	0.943809677396015	1.81903003018362	2.11027333184792	1.92007550205955
Barthea00349	-0.663514306383935	-0.0792739357170266	1.33360320301338	0.273772064130796	-0.223760270514101
Barthea00352	1.9117980243035	3.40532160647436	4.2312645461815	2.84393756292387	4.30787272780093
Barthea00353	4.83856164966186	4.70293168521439	4.69146115504876	4.38868296356863	4.14622396571776
Barthea00356	3.59651134957752	3.26573777228338	2.58087029298885	2.71975815170314	2.91480056001888
Barthea00358	3.22790488046214	2.52877217811717	2.59140096048102	2.39377184024143	2.55675303932486
Barthea00359	0.758718694299113	1.15635431277612	3.9899503369713	3.71705394277476	4.74833941388014
Barthea00360	4.87378176070691	5.08676763123806	3.86965610325359	3.95138385281763	4.06759612535471
Barthea00364	5.90269198708157	6.07962073733848	5.95520918597475	6.09421155838252	6.08707236155718
Barthea00365	2.83728774667322	2.7674296538164	2.64293126112111	2.55992902799634	2.88273935078658
Barthea00368	1.35084098659314	1.11627687340078	3.49654177413958	3.07269014903976	3.41075805468129
Barthea00369	3.56607361635672	3.54017694138942	2.63277139490088	1.95368296890722	1.64222238151421
Barthea00370	4.73838916522402	5.72891179260649	3.39800623583904	4.35080573918686	4.42752293716069
Barthea00371	2.62926744284391	2.98333804158265	1.08802599425613	0.636342143515504	1.48025490185082
Barthea00372	3.76677096659385	3.83997386641147	3.46252774187453	4.18066265973931	4.15966532109153
Barthea00373	3.87004904183058	4.01909780470025	3.59402166064016	4.15291766925641	3.96415047640157
Barthea00374	1.83218085624013	2.04334535094693	2.32731694016595	2.39377184024143	2.13492637438338
Barthea00375	6.91512255608781	8.75616528051198	5.46324460899034	6.11798142698318	5.11551506793716
Barthea00376	5.3887276747972	5.56365118268567	5.32337407069649	5.50219813112694	5.1269650886807
Barthea00377	1.56299422342474	-0.0792739357170266	1.70728167253116	1.87823074047775	1.26498691494775
Barthea00378	1.95001734653399	0.392794508598196	2.33986219348506	2.07691473490149	1.81072810587119
Barthea00379	4.74111637783368	4.4683669387984	4.40846600748408	4.57045420785905	4.55505874078499
Barthea00380	3.40343593754069	2.26115050278773	0.418850489631888	0.848886778895605	1.53628893676515
Barthea00381	7.12751831037174	7.55688288487412	6.96055015212033	6.73085974229979	7.10657837310745
Barthea00382	3.94765807366007	4.22155832371483	4.57159247940084	4.42559112861445	4.69086597387402
Barthea00383	2.86755518634202	2.74131681349727	2.94344037237356	3.32084031778758	2.87189196854958
Barthea00384	5.85187015425301	5.86815091224221	3.71452534485779	2.17476205829963	3.19273082590624
Barthea00385	7.24697852590478	7.11086934514394	7.83116003336955	8.01289824203033	8.24081841543094
