	EHZ1	EHZ2	TJS1	TJS2	TJS3
Barthea00174	3.78282193547277	4.33947624133498	2.67420639276268	3.69568576458221	3.23600530978329
Barthea00175	3.91429663707328	4.3219622776472	4.36738196258294	4.1003813196396	4.62489374588034
Barthea00177	1.3792100429917	0.581321025337596	2.91978360151993	2.6651367012226	3.11239622769174
Barthea00178	2.64107674739316	2.18577970168455	2.00503088813844	1.64819683880089	2.89383974331575
Barthea00179	0.050261520426563	1.90912568656163	3.76778050807488	2.6651367012226	3.05599705751882
Barthea00180	6.35760118509457	6.63416628826352	5.27967954660631	6.07578189655193	5.44351349403376
Barthea00181	7.62104282339363	7.59482886144582	7.38244293956571	7.8420616923361	7.83098107655613
Barthea00182	0.247298367486117	3.25663002815501	2.62375737007532	0.214101003706363	0.0318307463880709
Barthea00183	2.09358895209066	3.31090708913821	2.30311224107144	0.1513652483584	0.494802722730617
Barthea00184	3.09785097894482	2.81836022263845	3.76312664906866	3.91925541571951	3.34985438681952
Barthea00187	5.1449507562393	5.02595564204681	5.12504917018545	5.08262806217583	4.99605451706254
Barthea00188	0.758798706266252	0.176064546851338	0.420068387417285	0.963292900205828	0.437087224874329
Barthea00189	4.05684417081653	3.75124602677991	3.85346570486245	3.95642835890801	3.6393610040145
Barthea00191	2.89728066005768	2.51350564111002	2.91978360151993	2.17521199031277	2.32222326784233
Barthea00192	0.92152820630436	0.943891104722305	0.829181052739023	0.0857769067308233	0.55029783532232
Barthea00193	2.65271144787656	2.48231101950643	1.23079803625555	1.71479458752992	1.08916392145402
Barthea00194	6.32797417234799	7.1362230638266	6.95515250549817	6.32529218035821	7.55051048106534
Barthea00195	3.3401679422634	2.68771036992957	2.50613933754095	2.26684246577834	2.64892586805004
Barthea00196	0.184562612138154	-0.389532629002887	-0.755781447982133	-0.816925891914262	-0.654060663183866
Barthea00197	4.91066721367259	4.75288080887085	5.18020205914671	4.60641842648512	4.63776067657266
Barthea00198	3.72888312836196	5.72233333486467	4.23584537099286	3.5329562645441	5.09500716573549
Barthea00199	4.233806131158	4.16873500505285	3.107716552113	3.23315933952205	3.42600372574531
Barthea00201	5.16336838986903	5.15272542076403	5.36967985801043	4.67492720441541	5.19415402509704
Barthea00202	5.2308984478609	5.54875316288117	4.54053999076916	5.04213617860364	4.56552877487162
Barthea00203	2.65271144787656	1.78679014363758	0.161756391825894	0.274221996143934	0.248642135461219
Barthea00204	3.61455045288297	4.09331565406558	4.48792147959973	4.8919330792048	4.46803581316783
Barthea00205	0.307419359923688	1.68085669888851	0.420068387417285	0.440871865553385	-0.654060663183866
Barthea00208	3.50969313906386	3.52503189449105	4.24921923307623	4.14534146073063	4.30820668946103
Barthea00209	4.84879259209716	4.94532164032875	3.260820519355	3.46364317321204	3.13071641089853
Barthea00210	1.46089384058541	0.84925423058423	2.7133327240525	2.90268613550168	2.85028337732901
Barthea00211	7.12759832233888	6.85497392239303	7.33501710583146	5.9501070401113	6.14824496133454
Barthea00212	0.474069229333139	1.23339772191729	0.0439199015320358	0.809259271533408	1.08916392145402
Barthea00213	9.23180772857392	10.2609088382217	9.76883281533096	9.39258045067387	10.1663611333837
Barthea00214	4.86388631346025	5.14527603222886	4.65298072587022	4.83568530113622	4.50009702240013
Barthea00215	6.70008724912975	6.57070104269157	6.89739536976907	7.04240632092086	6.66825941514318
Barthea00216	3.19653525380423	3.37175264435873	2.91139581602721	3.50813509245806	3.42600372574531
Barthea00217	4.7681886652965	4.36962320479739	4.79425271943607	4.54062611270382	4.4535544364631
Barthea00219	2.92632919256818	2.83079732587667	2.25088228229888	2.69843114132103	3.03669650155989
Barthea00220	5.55457185586763	5.02324889633559	4.45367191764682	4.14131158369448	4.01959407386917
Barthea00221	5.02474606417013	4.55719823113742	4.72175197703047	4.12099159931488	4.07267579866545
Barthea00223	4.37394792758628	4.36962320479739	4.40670312933124	4.27606099580771	4.57224680815597
Barthea00224	3.44425357489758	3.33729858802961	3.12232624699736	3.79136911263752	3.62003890661288
Barthea00225	4.84372605470073	5.08425428261148	4.50753122866762	5.38487840992437	5.16778262747692
Barthea00227	2.11056203069438	1.47440582142108	2.57148009120827	2.29613677257237	2.25700560839585
Barthea00228	1.0325595186931	0.458464277552063	1.23079803625555	1.03455158337565	1.12615812893622
Barthea00230	4.48549981010954	3.84619443083517	0.864370481201323	1.40097913842987	1.64255634317431
Barthea00232	5.66209603715076	5.45143407548453	3.0246064264752	3.47649577528411	2.80537095545343
Barthea00234	3.3401679422634	3.30200153591631	3.64161589216098	3.5753915308645	3.25282993242465
Barthea00235	5.94004369383721	6.27551898528633	4.8848651853167	4.65245048819454	3.87494543156327
Barthea00236	2.37218961531393	2.98341946890894	2.70365017065516	2.69843114132103	2.47342907193805
Barthea00237	2.40006864788936	1.76102704757249	0.829181052739023	0.492402166193467	0.655267394923863
Barthea00239	5.07100437172037	4.46844836612468	5.22488707376593	4.32662369410375	4.69119993553412
Barthea00240	3.80384518604319	2.74139824082356	2.09666136360401	1.87868067249089	1.45173400083873
Barthea00242	4.66855748381526	5.05009050855423	4.61215904466207	4.54977642904984	4.29201919799864
Barthea00244	5.02026215988972	5.07120993478676	4.85237068011091	4.9644338216104	4.36734181354836
Barthea00245	3.34734554433645	2.26123193011402	4.51031098875861	4.12099159931488	4.05359856147031
Barthea00246	1.35092099856027	2.18577970168455	1.17583157703762	1.77845322475223	1.53662289842524
Barthea00247	5.82392342089475	6.27324254293489	6.7819402726187	6.92951540540717	7.03517771518855
Barthea00248	4.8663866521119	5.18214418096804	4.37350156896283	4.52524542288048	4.38652687074485
Barthea00250	3.47078664534384	3.68428760428878	0.997125690053095	1.8979168913538	0.888466571216894
Barthea00252	4.96533930078485	5.24854120817783	5.7211522285118	6.15985612129913	5.61598069003853
Barthea00254	6.29308706891632	6.24912048746322	6.01142211874146	6.5333407269157	6.28641253294903
Barthea00255	2.7641718783651	3.17118232547159	2.48368448671326	2.49871594012567	2.5839286132036
Barthea00257	2.61752201941426	2.24273558649663	1.30951001226959	1.83942124204366	1.39223298909007
Barthea00258	5.07964976113279	4.8929071760035	5.38944311283185	4.96898850586983	4.98854046340523
Barthea00259	4.97926727741644	4.67913818166221	4.49635831674837	4.36859596457907	4.03912323895443
Barthea00260	3.18054954963153	2.63194709840756	3.00896730269761	3.29975708825107	2.98728430743481
Barthea00261	5.21332819636476	4.4403169308418	4.02654945039299	4.36514453939014	4.19524244087171
Barthea00262	3.09785097894482	2.26123193011402	2.30311224107144	3.23315933952205	2.24022989564502
Barthea00263	4.04364869735491	3.8089615246362	4.53235833344895	5.0291094983074	5.40263594825891
Barthea00264	1.68139420258065	1.68085669888851	2.21043023856158	2.56037896000947	2.36927184064676
Barthea00266	4.37394792758628	3.08035334727158	2.96100626424644	3.55129585524704	3.25282993242465
Barthea00267	3.87012905379772	2.55906821849047	2.68408790427665	3.50186249544253	2.66158116885607
Barthea00268	3.85005645117132	3.95813302729808	2.93641427606405	1.97239510731308	3.3341300345265
Barthea00271	2.27013834384423	3.50964300147763	2.77934989678702	2.68741814859861	2.55708700098496
Barthea00272	2.09358895209066	2.06464326418291	1.60827212257791	2.64250572672304	2.32222326784233
Barthea00273	5.46337340872524	4.70976257533489	5.56280320383086	5.08891889354271	4.59551658747881
Barthea00274	1.0325595186931	0.458464277552063	1.97314682711865	2.2217545762498	1.48058886351092
Barthea00275	4.80254017008727	4.81366852731372	4.79196997364195	4.43265135874842	4.8681370421418
Barthea00276	3.99420571079103	3.43013555449357	3.8044806121107	3.79650326410896	4.09150405990854
Barthea00277	1.23186832691651	1.03270037168016	0.718149740350279	0.888330842524606	1.051196071255
Barthea00278	4.27579228331141	4.63726743034083	4.99415003748724	5.02035923620839	5.39697090809673
Barthea00279	2.85761644248417	3.01645973067295	2.7229507266141	2.52369829668301	2.27358849259145
Barthea00280	3.50969313906386	2.00003418275984	2.9691113138835	2.5961500910313	2.92566518917114
Barthea00281	3.07208788287974	1.30646118410701	2.15466696703957	-0.0550856291090262	2.63615857197616
Barthea00282	5.6635344171711	5.45545552767972	6.86735490077988	6.54939632233155	7.55136075074717
Barthea00283	4.03922324897411	2.86747798920314	3.34419943311463	3.39083118305379	3.21039466610426
Barthea00285	4.09145320774667	4.62660707365237	4.13498948226311	4.48764863622283	4.09617297997339
Barthea00287	4.59206643873159	4.28628330216938	5.07710856618261	5.09934303601012	5.8046579853174
Barthea00288	0.118974270510577	-0.278501316614143	0.864370481201323	0.809259271533408	0.705020430120962
Barthea00289	0.118974270510577	-0.278501316614143	0.829181052739023	0.809259271533408	0.55029783532232
Barthea00291	3.14803673611304	3.3886759473952	3.92187295024266	4.31593701530651	4.53146119330946
Barthea00292	3.14803673611304	2.51350564111002	2.77934989678702	2.11072326386105	2.32222326784233
Barthea00293	4.80254017008727	4.52694401543483	5.60502500205141	5.17027631994662	5.58475941946951
Barthea00294	5.78744702085657	5.92588868694289	7.71769882769123	6.50146955112827	7.72720013505333
Barthea00295	4.98388021513034	5.36855730519892	4.2690504049978	4.2686908901707	4.44991126523191
Barthea00296	5.6048503721042	5.40019662237288	6.38831025447691	5.01596412225048	6.47118433048489
Barthea00297	5.06666217117867	5.14028831752581	4.83473629657219	5.01816335292161	5.43247944375879
Barthea00299	2.30003982955809	1.86142894453033	1.38414881316234	0.888330842524606	0.437087224874329
Barthea00301	2.20840935409252	2.04342677827322	3.81800597718235	3.17126480579611	4.73376936860258
Barthea00302	1.89238186064484	2.26123193011402	2.87734833519953	2.51126119344478	2.18869959500494
Barthea00303	3.98962572268777	3.87049302695857	3.107716552113	3.79650326410896	3.54005380382552
Barthea00304	1.79074159876901	1.81210123216676	3.75845772900382	3.66232716763578	3.95936849283935
Barthea00305	5.91490065426481	6.00072232731898	5.56012285927746	5.51515931805599	5.46713497327538
Barthea00306	1.29262235799561	0.943891104722305	2.03622550974203	1.97239510731308	2.62327728067943
Barthea00307	4.55844278666024	4.77235505337401	4.22911165962766	4.212181249543	3.97972431612196
Barthea00308	5.1449507562393	5.35139493131574	5.07898219636918	5.45148897292741	5.73601480880822
Barthea00309	5.00672621970984	4.77878848673684	4.99216285392114	4.43594518447346	4.32022921771024
Barthea00310	6.68812336803363	6.19121586276089	8.10461583321959	7.63303015673244	7.29582946971135
Barthea00311	6.49239587713973	6.36802405993657	8.31319582242303	7.81985632271342	7.50207738652837
Barthea00312	4.85384139879279	3.67741761492174	5.06392457719201	4.2686908901707	4.08681998098572
Barthea00313	1.96883392108272	2.14652027123732	2.92812290243266	2.9216069973989	3.0938404086635
Barthea00314	2.86763519830916	4.04075264397489	3.73012238201636	3.5753915308645	3.04637905495723
Barthea00315	3.85510084456538	3.98063165153732	3.60567501109187	3.43100162152932	3.90718576856348
Barthea00316	5.63595691171003	6.04942551889466	5.90454464861968	5.79714375026415	6.10140751720877
Barthea00317	6.34241478127989	6.79989661680687	6.22022569639607	6.62925840284323	6.58517464325735
Barthea00318	4.29448030421619	4.53456725663785	5.194099289217	4.87504515177438	4.78671824855154
Barthea00319	4.33836794821719	3.23807420912676	2.61345236168359	2.54825540092698	1.85580038229657
Barthea00320	3.54757789906872	3.84005529373776	3.67172540325893	3.27789765428733	3.1215853991464
Barthea00321	1.63522402114772	2.68771036992957	2.92812290243266	4.55281368288929	3.26116923333738
Barthea00322	2.84752762486058	2.76751108114269	3.00896730269761	2.76279996044075	2.97719548981123
Barthea00323	5.06883490508465	5.06332633571092	3.45222705519166	4.25756465219033	4.53146119330946
Barthea00324	4.44257894320532	4.4362529984619	4.31428979038292	4.58283963744792	4.48948892283415
Barthea00327	4.86388631346025	3.71815524031149	5.08272217264614	6.23552402623551	3.37312416614236
Barthea00328	2.44090236539794	2.02189361672358	2.47232462454871	2.29613677257237	2.38461980498019
Barthea00329	2.0590317300543	2.54404000925814	1.02848986096243	1.40097913842987	1.6678674317035
Barthea00330	0.307419359923688	-0.278501316614143	1.52275405139185	2.19089361254504	1.16222738364375
Barthea00332	3.76685097856098	3.31090708913821	3.41710901193674	3.98818707935667	2.87222593020968
Barthea00333	6.03088876570859	6.47885782405157	6.36776519941369	6.82787087925261	6.71454069062109
Barthea00334	5.09678665204971	5.07382825681377	5.20099802341874	5.24353509228627	5.41015489708733
Barthea00335	6.30050215772769	6.25950793663156	6.32656475019349	6.21841113317543	6.60905541464977
Barthea00336	1.48712538215859	1.47440582142108	1.97314682711865	1.8979168913538	2.02204972559549
Barthea00337	3.44425357489758	2.36749061750457	1.54461348535559	3.04752943737386	2.38461980498019
Barthea00338	4.67997352788102	4.10871823852494	3.8044806121107	4.2906892077327	3.44076288301773
Barthea00339	1.29262235799561	1.68085669888851	1.97314682711865	2.69843114132103	2.97719548981123
Barthea00340	1.61157275308307	1.47440582142108	1.3596957694378	1.34601267921194	2.47342907193805
Barthea00342	2.62934745481105	3.47836383498977	3.87950000605458	2.5961500910313	4.05359856147031
Barthea00343	5.75408070846829	6.14589828586839	4.8848651853167	4.48128613399929	4.66315530435418
Barthea00344	-0.178007467246554	-0.509826862720599	1.80221400513875	0.1513652483584	1.33017202095782
Barthea00346	1.46089384058541	2.10616253362118	4.48792147959973	1.03455158337565	5.5044941457092
Barthea00347	0.420629970371678	0.943891104722305	1.82024792796902	2.11072326386105	1.92040946371965
Barthea00349	-0.663434294416796	-0.0791925083907366	1.33482110079877	0.274221996143934	-0.223426308854004
Barthea00352	1.91187803627064	3.40540303380065	4.2324824439669	2.84438749493701	4.30820668946103
Barthea00353	4.838641661629	4.70301311254068	4.69267905283416	4.38913289558176	4.14655792737786
Barthea00356	3.59659136154466	3.26581919960967	2.58208819077425	2.72020808371628	2.91513452167897
Barthea00358	3.22798489242928	2.52885360544346	2.59261885826642	2.39422177225456	2.55708700098496
Barthea00359	0.758798706266252	1.15643574010241	3.9911682347567	3.7175038747879	4.74867337554023
Barthea00360	4.87386177267405	5.08684905856435	3.87087400103898	3.95183378483076	4.0679300870148
Barthea00364	5.90277199904871	6.07970216466477	5.95642708376015	6.09466149039566	6.08740632321728
Barthea00365	2.83736775864036	2.76751108114269	2.6441491589065	2.56037896000947	2.88307331244667
Barthea00368	1.35092099856027	1.11635830072707	3.49775967192498	3.0731400810529	3.41109201634139
Barthea00369	3.56615362832386	3.54025836871571	2.63398929268628	1.95413290092035	1.64255634317431
Barthea00370	4.73846917719116	5.72899321993278	3.39922413362444	4.3512556712	4.42785689882079
Barthea00371	2.62934745481105	2.98341946890894	1.08924389204153	0.636792075528642	1.48058886351092
Barthea00372	3.76685097856098	3.84005529373776	3.46374563965993	4.18111259175245	4.15999928275163
Barthea00373	3.87012905379772	4.01917923202654	3.59523955842556	4.15336760126955	3.96448443806167
Barthea00374	1.83226086820727	2.04342677827322	2.32853483795134	2.39422177225456	2.13526033604348
Barthea00375	6.91520256805495	8.75624670783828	5.46446250677574	6.11843135899632	5.11584902959726
Barthea00376	5.38880768676434	5.56373261001196	5.32459196848189	5.50264806314008	5.12729905034079
Barthea00377	1.56307423539188	-0.0791925083907366	1.70849957031656	1.87868067249089	1.26532087660785
Barthea00378	1.95009735850113	0.392875935924486	2.34108009127046	2.07736466691462	1.81106206753129
Barthea00379	4.74119638980082	4.46844836612468	4.40968390526948	4.57090413987218	4.55539270244508
Barthea00380	3.40351594950783	2.26123193011402	0.420068387417285	0.849336710908743	1.53662289842524
Barthea00381	7.12759832233888	7.55696431220041	6.96176804990573	6.73130967431293	7.10691233476755
Barthea00382	3.94773808562721	4.22163975104112	4.57281037718624	4.42604106062759	4.69119993553412
Barthea00383	2.86763519830916	2.74139824082356	2.94465827015896	3.32129024980071	2.87222593020968
Barthea00384	5.85195016622015	5.8682323395685	3.71574324264318	2.17521199031277	3.19306478756634
Barthea00385	7.24705853787192	7.11095077247023	7.83237793115495	8.01334817404347	8.24115237709104
