baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significance
Barthea00944	205.597666515104	-6.3416715363513	1.80912137982735	-3.50538753621745	0.000455943084369605	0.00348390652402493	Gene
Barthea00951	1054.43757479023	-2.55889093724694	0.29932724916813	-8.54880718129884	1.24367082364331e-17	1.91130558081347e-15	Gene
Barthea00966	15.2974232266643	6.80987260675569	1.49973227194672	4.54072552424051	5.60609758690584e-06	8.67182989490839e-05	Gene
Barthea01005	63.7636744259065	3.09235270564426	0.478936447064849	6.45670782542375	1.07005200467453e-10	5.52561602276255e-09	Gene
Barthea01006	47.7572499997181	3.12581319174683	0.52052363132516	6.00513214700563	1.9117613229707e-09	7.53806485219332e-08	Gene
Barthea01009	25.9671392121663	2.71336320275489	0.678398624120426	3.99965905926312	6.34338022703619e-05	0.000676061699983935	Gene
Barthea01015	622.033314285748	-2.2776164288023	0.284197715601663	-8.01419682061995	1.10859059737884e-15	1.30677293218251e-13	Gene
Barthea01022	59.5896610981549	2.88651599278592	0.57666758779514	5.00551106716847	5.57140115458599e-07	1.16307196379162e-05	Gene
Barthea01027	46.0717534031914	-3.8045083150443	0.914688506311405	-4.15934855286031	3.19156553866047e-05	0.000377001586149901	Gene
Barthea01028	242.082741471053	-2.61552780924383	0.552059551853725	-4.73776388880749	2.16089370697142e-06	3.79644489782349e-05	Gene
Barthea01033	8.72653409809558	-3.67071394723978	1.38870195210078	-2.64326981155809	0.00821095754702428	0.0353572924725023	Gene
Barthea01049	16.238192104004	2.58382236150364	0.802904220926922	3.21809537695631	0.00129044899473114	0.008125804472626	Gene
Barthea01053	10.7459209503766	-5.00341907897908	1.61890041868847	-3.09062807151075	0.0019973364740387	0.0115646218451188	Gene
Barthea01084	35.4132044706966	-4.73001677519945	0.884959833705294	-5.34489430485794	9.04698291676317e-08	2.38092690683185e-06	Gene
Barthea01185	71.1746735064146	3.1151314293243	0.41676556336067	7.47454133255358	7.74735938473932e-14	6.76077220417494e-12	Gene
Barthea01195	11177.2548841795	3.95396598830437	0.485747582782767	8.13996019424896	3.95407874293744e-16	5.08709176330658e-14	Gene
Barthea01213	18.7353685570611	-2.34099970026917	0.775459619700839	-3.01885441974696	0.00253732424725916	0.0139793433904114	Gene
Barthea01216	74.3141024661302	2.01262672558104	0.560870245489337	3.58839988708101	0.00033271370528487	0.00267770606528551	Gene
Barthea01242	17.2480118980041	2.11694957914259	0.83995032484246	2.52032711522511	0.0117245818371581	0.0466837205363331	Gene
Barthea01253	62.9839009954233	2.92091760112763	0.504440395470725	5.79041176589741	7.02140760046895e-09	2.40797382209837e-07	Gene
Barthea01256	144.955827496469	-2.35683537475551	0.363848250315275	-6.47752290333488	9.32406236393027e-11	4.85941208547935e-09	Gene
Barthea01259	62.3869997860288	-2.17864585456745	0.501177167715988	-4.34705727816009	1.37976196992459e-05	0.000185793366458536	Gene
Barthea01260	18.999055915707	5.16788966270501	1.02155622812715	5.05884015036497	4.21814272136471e-07	9.14045950915937e-06	Gene
Barthea01261	18.999055915707	5.16788966270501	1.02155622812715	5.05884015036497	4.21814272136471e-07	9.14045950915937e-06	Gene
Barthea01273	22.8355583044214	-6.12588354118294	1.55648980334816	-3.93570425453836	8.29530770519083e-05	0.000843943539667957	Gene
Barthea01283	774.004672208135	-2.32811499034063	0.544921273709772	-4.27238777904751	1.93390885864076e-05	0.000247462296094727	Gene
Barthea01308	1584.04222946843	-2.13350523496271	0.504063775108465	-4.23260972186233	2.30995155900011e-05	0.000287689605692714	Gene
Barthea01313	7.66601444541386	-4.53029123994354	1.75317744399065	-2.58404604478113	0.00976487569708996	0.040484539891747	Gene
Barthea01320	85.8413654417172	4.40431693654775	0.452152187548438	9.74078431518355	2.01989282896573e-22	5.35530073802171e-20	Gene
Barthea01373	99.756821378743	-2.19379536844863	0.804063066709153	-2.72838718662621	0.00636448556898196	0.0290234887402177	Gene
Barthea01375	36.9362067866427	3.9790938480531	0.728350913206196	5.46315488304553	4.67746151327926e-08	1.34754583801313e-06	Gene
Barthea01380	170.149639806503	2.83312493978548	0.408550976107063	6.93456901457273	4.07461451865366e-12	2.7061329964669e-10	Gene
Barthea01385	28.8054747966712	4.29431282742035	0.934648724275503	4.59457410670421	4.33634004423585e-06	6.95621859108999e-05	Gene
Barthea01409	678.574551053352	-3.12961589414244	0.486155502931638	-6.43747910960604	1.21474035468698e-10	6.20868824417707e-09	Gene
Barthea01411	126.528850727239	-3.25020367538824	0.46169234637846	-7.03976078633969	1.92570146327309e-12	1.35912870203329e-10	Gene
Barthea01414	20.2570874540039	3.19700432541878	0.714852336756338	4.47225834068792	7.7397843567539e-06	0.000114267131082056	Gene
Barthea01428	1084.96023054446	-2.63295756321366	0.500409826209729	-5.26160244125611	1.4280528659135e-07	3.57441870479259e-06	Gene
Barthea01443	79.5127933239103	2.44967137193182	0.610044814359142	4.01555970032337	5.93048836546779e-05	0.000638250383863885	Gene
Barthea01446	155.931121254502	-4.71716054673986	0.469821821197726	-10.0403181246761	1.01346775289714e-23	3.04236262968035e-21	Gene
Barthea01485	13.5789027429927	-2.23118033660435	0.895264695900621	-2.49220185585428	0.012695386455492	0.0497003464333101	Gene
Barthea01486	135.56950866994	-2.17765603344731	0.450959884108167	-4.82893514520457	1.3726510165325e-06	2.56575768465927e-05	Gene
Barthea01494	1009.33754384097	-5.71906343570284	0.552736076869368	-10.3468249586583	4.32594564572591e-25	1.4218467626379e-22	Gene
Barthea01504	26.4750619272616	-3.59731616862003	0.968678998068251	-3.71363080627725	0.00020430678684993	0.00178116753244249	Gene
Barthea01505	300.568477405805	-3.25029011787237	0.588265067657825	-5.52521354159849	3.29085103275212e-08	9.79403378412393e-07	Gene
Barthea01522	105.898353623443	-2.8625687191019	0.781549615937428	-3.66268329064226	0.000249587045602	0.002103435350255	Gene
Barthea01549	50.7839896518495	-2.27633670141889	0.490784619402194	-4.63815818880309	3.51527699609852e-06	5.77487806849033e-05	Gene
Barthea01564	22.9098432046992	-3.26581156812262	0.824877181410924	-3.95914887903258	7.52173394158771e-05	0.00077897000380808	Gene
Barthea01567	84.0978104019636	2.0021413153393	0.589580388125484	3.39587502512579	0.000684095869735733	0.00484799384928082	Gene
Barthea01573	37.5399005176849	-2.94305996703045	0.716421359983783	-4.10800142404613	3.99097644223669e-05	0.000456115934562122	Gene
Barthea01579	1511.0612891356	2.34623632591889	0.272021551016049	8.62518545738485	6.39888735231975e-18	1.01456161474509e-15	Gene
Barthea01581	12.2860491205783	-2.5568748398459	0.966713815660761	-2.64491393256674	0.00817116977667806	0.0352365067874006	Gene
Barthea01599	48.2142235663968	-2.53555218541135	0.691878601768646	-3.66473566161712	0.000247594170757252	0.00209094484527912	Gene
Barthea01605	560.499498670004	2.00468355241127	0.290672161171558	6.89671671456726	5.32181554623491e-12	3.48815185198561e-10	Gene
Barthea01606	80.6191726827544	3.56317457255483	0.739706257979528	4.81701288060949	1.45723284959172e-06	2.70477073306947e-05	Gene
Barthea01616	433.417332404062	3.78014207576614	0.293405945946801	12.8836587260284	5.56343095456834e-38	5.11256596843383e-35	Gene
Barthea01627	105.799760499021	-2.56550054084584	0.572906709181503	-4.47804241027498	7.53306382303001e-06	0.000111838552880718	Gene
Barthea01647	140.812761303582	-2.00566623636746	0.49154244822441	-4.08035205018914	4.49675433892352e-05	0.000504571021996978	Gene
Barthea01682	150.346715097781	-2.4882171296761	0.375952173227474	-6.61844060725932	3.63007697515959e-11	2.05092517082134e-09	Gene
Barthea01688	59.9870274501011	-5.15848974229989	0.787934011647298	-6.54685502344958	5.87613559113493e-11	3.17642868587292e-09	Gene
Barthea01707	89.4343441922963	-2.4009697177924	0.557647237357333	-4.30553503532177	1.66582622235805e-05	0.000218244076131977	Gene
Barthea01727	364.024637353341	-2.55314809288811	0.729958962832881	-3.49765976292648	0.000469359496882041	0.00357006567315902	Gene
Barthea01773	22.6763549552189	6.48052948476258	1.29154749545346	5.01764705330276	5.23081604557331e-07	1.10116136379673e-05	Gene
Barthea01778	111.161970528422	5.09089157692835	0.463269265674212	10.9890552949145	4.31417966166393e-28	1.90454113710848e-25	Gene
Barthea01783	21.8661198723605	-2.08990367694973	0.755166731180988	-2.76747318261939	0.00564926930660505	0.0264429259466859	Gene
Barthea01793	80.1356250618955	-5.95369502987604	0.944718503603068	-6.30208364414289	2.93670600355616e-10	1.3746043101261e-08	Gene
Barthea01803	44.0307396328245	2.90887214076624	0.714015126831219	4.07396430615656	4.62195683914917e-05	0.000516560175006325	Gene
Barthea01824	15.7939685315945	-7.03961616596038	1.62437150396026	-4.33374763642284	1.46592211783291e-05	0.000195640210562827	Gene
Barthea01836	376.480903416629	-4.32815638890797	0.552279080065459	-7.83690084439731	4.61802430341221e-15	4.99867827784492e-13	Gene
Barthea01843	63.9089458449582	4.36996595972383	0.786469601756678	5.55643339547131	2.75342716125526e-08	8.33786628407283e-07	Gene
Barthea01855	906.911550468073	-3.48208512319092	0.5813864300069	-5.98927828974197	2.10774242996799e-09	8.2101672905734e-08	Gene
Barthea01859	74.5463610620133	-2.35075188301439	0.853433258307192	-2.75446481623785	0.00587882104242308	0.0272595440963102	Gene
Barthea01877	34.2784556777794	2.87447340041305	1.0536373833002	2.72814295123966	0.00636919998937127	0.029026411070445	Gene
Barthea01893	27.0390052329221	3.76997112312345	0.806287438376832	4.67571605817513	2.92929683202759e-06	4.91992939385939e-05	Gene
Barthea01914	30.1556090386237	-3.64001214677315	0.766301412567997	-4.75010496793277	2.03311087435784e-06	3.60855142142134e-05	Gene
Barthea01926	17.6096143526932	-2.92867028048672	1.05215115582896	-2.7835071645949	0.00537746747994478	0.0254796583135587	Gene
Barthea01927	24.6734320264134	-4.64157791477526	1.10041350908651	-4.21803065524738	2.46445320058416e-05	0.000303159548147575	Gene
Barthea01928	69.1140650183972	2.23909777777384	0.413338647827512	5.41710239180979	6.05726558353902e-08	1.6867817684674e-06	Gene
Barthea01950	155.592476611833	-2.39135372398282	0.44872176114007	-5.3292573061469	9.86152014092079e-08	2.5697592038514e-06	Gene
Barthea01953	571.336921251348	-2.10606574095068	0.341456673943812	-6.16788571336356	6.9209135185647e-10	2.98221832370765e-08	Gene
Barthea01960	10.2914550210505	-2.52000381135816	0.994077370804037	-2.53501778168425	0.0112441618281335	0.045222701228923	Gene
Barthea01967	2175.45815620054	-2.58286369706959	0.479792123114276	-5.38329741702409	7.31335481055763e-08	1.97785617876636e-06	Gene
Barthea01968	291.501927609883	3.8263577636893	0.504756261686427	7.58060484659499	3.4394768127275e-14	3.19992151653526e-12	Gene
Barthea01983	23.8159695217204	2.99236710172818	0.873157405414279	3.42706490625069	0.000610143212179999	0.0044092663619408	Gene
Barthea01988	30.4831836889052	-2.06549299136097	0.694158649003654	-2.97553447518897	0.00292478473409148	0.0157122562385356	Gene
Barthea02000	1474.57283511998	5.02448795319146	0.634898339574216	7.91384642234385	2.49556119209254e-15	2.79533892832674e-13	Gene
Barthea02008	7.1451173281279	-5.90100541849811	2.08625519157926	-2.82851563045418	0.00467644174126415	0.0228563437715601	Gene
Barthea02012	25.0631430177781	-3.87081279321316	0.841751103096547	-4.59852417059343	4.25494356231503e-06	6.8378248989109e-05	Gene
Barthea02024	1242.75299040808	-3.58748255965143	1.0768250909538	-3.33153693184639	0.000863678391208712	0.00588181704140004	Gene
Barthea02026	228.956190712999	-2.91698591929479	0.696730287962939	-4.18667879047329	2.83065972150131e-05	0.000339898070931953	Gene
Barthea02027	38.6561851697625	3.09388903034176	1.07939794566571	2.86630991171066	0.00415287477214305	0.020791616423708	Gene
Barthea02033	16.0341464062352	-7.06218897575649	1.60840908033648	-4.39079153562045	1.12938778845227e-05	0.000157300348673732	Gene
Barthea02035	134.728227891171	-4.17775354428368	0.644651242260175	-6.48064142347154	9.13334987328187e-11	4.77106277777273e-09	Gene
Barthea02053	22.2616319527183	4.39685517356776	1.18155253518115	3.72125237147722	0.000198237198865486	0.00173564511524674	Gene
Barthea02070	9.3206974977264	5.2163591119107	1.46135961675878	3.56952460714654	0.000357629625421753	0.00284517745638094	Gene
Barthea02073	103.643562505459	-4.05188962461927	0.64217894378132	-6.30959589045487	2.79764987285478e-10	1.31773405988262e-08	Gene
Barthea02080	4.4646971427016	4.9853244957149	1.77322130045251	2.81145082931425	0.0049318628273391	0.0238101052055594	Gene
Barthea02085	141.122454843079	-2.23391722173904	0.518874119107041	-4.30531633680923	1.66747284750118e-05	0.000218396261925918	Gene
Barthea02090	60.3382174963326	-2.04885239773657	0.781604818870084	-2.62134053970965	0.00875847252110058	0.0372117405090741	Gene
Barthea02117	78.5242642146765	3.07381298404132	0.459902040493156	6.68362545368411	2.33102124471808e-11	1.36316306010923e-09	Gene
Barthea02136	265.013072372583	-3.94051442542684	0.367490413386963	-10.7227679468132	7.95853342248059e-27	3.14355089018314e-24	Gene
Barthea02162	108.773081562544	-4.44807993691646	0.515317265419927	-8.63173084893977	6.04304507015573e-18	9.68371090619368e-16	Gene
Barthea02188	98.4094482959577	-2.57478728956859	0.438671485440102	-5.86951141122247	4.37081271680753e-09	1.577029854368e-07	Gene
Barthea02206	3.90229329368073	-5.01758143738963	2.0033130058831	-2.50464177223158	0.01225754699632	0.0483102917896976	Gene
Barthea02211	7.39363658257015	-4.47932856263674	1.67441119744687	-2.6751663925007	0.00746921690586324	0.0328064151437881	Gene
Barthea02231	5.66785102275193	-5.56652613820787	1.90725446058075	-2.91860695741295	0.00351599232683569	0.0182167320774461	Gene
Barthea02241	397.076108501511	-3.03056018022393	0.33973118310399	-8.9204651528744	4.64333822515228e-19	8.74832121089464e-17	Gene
Barthea02255	28.251250453986	-3.6928180448201	0.966921410630233	-3.81915014418095	0.000133912239143846	0.00125388526022213	Gene
Barthea02256	25.6213113302243	-3.53678425792165	1.01845149418214	-3.47270761359314	0.000515236334256186	0.00384752518992069	Gene
Barthea02270	62.1896069259486	3.06904480911978	0.508897327360213	6.03077407586267	1.63176175069377e-09	6.50845437458432e-08	Gene
Barthea02273	77.4110216123582	-2.63629379764893	0.457428188197387	-5.76329545417373	8.24872081522279e-09	2.77602129737419e-07	Gene
Barthea02281	38.790378016	3.2550152943019	0.892134468094199	3.64857026682911	0.000263703781018455	0.00220045113192318	Gene
Barthea02283	1239.10281563082	-5.34916186096533	0.514320901665193	-10.4004364661179	2.46800118222827e-25	8.23197223959681e-23	Gene
Barthea02289	56.7071518432362	-3.54614043474891	0.561886786012803	-6.31112979166609	2.77005753579025e-10	1.3074729641415e-08	Gene
Barthea02291	7.46873679520363	-4.49799985771704	1.69709894264115	-2.65040519718723	0.00803952865161277	0.0348222331332697	Gene
Barthea02297	13.3923170728569	3.54978286566255	0.959375311342382	3.7000982031689	0.0002155160525729	0.00186516862027774	Gene
Barthea02306	94.1923608848005	-2.36470100113917	0.588400702150828	-4.01886162354208	5.84800015907831e-05	0.000630276685407222	Gene
Barthea02308	45.2191310409711	-3.33972113702514	0.609017064877181	-5.48378909168769	4.16311068139753e-08	1.21412377508193e-06	Gene
Barthea02311	761.824362567609	-2.78322125302676	0.527749707892579	-5.27375233259869	1.33662260398344e-07	3.38508319655627e-06	Gene
Barthea02347	103.390773804194	-3.71532620093876	0.630920895066726	-5.88873538662217	3.89161968620159e-09	1.42877433255894e-07	Gene
Barthea02350	120.185468498969	4.65710662539214	0.496792590602421	9.37434799449168	6.96046268116204e-21	1.64095640874369e-18	Gene
Barthea02389	5.41089384436458	-5.50261116211606	1.88154785023889	-2.92451300742494	0.00344995660971122	0.0179406509041098	Gene
Barthea02464	28.7640734619715	-2.00750997689074	0.596049793232684	-3.36802394646088	0.00075709019983702	0.00527561352653376	Gene
Barthea02486	216.800539851705	-2.22840793846082	0.315974632424073	-7.05249000960953	1.75744035102876e-12	1.24231996179708e-10	Gene
Barthea02509	37.3109791282926	-2.32816909624796	0.587407303530984	-3.96346637546558	7.38692720532144e-05	0.00076677257982577	Gene
Barthea02515	18.746263869386	-3.74723921094982	0.966290668105139	-3.87796274416892	0.000105334842881363	0.00103088951099867	Gene
Barthea02529	152.825996310775	-2.36971528860176	0.481660273576775	-4.91988942954424	8.65931163654767e-07	1.70867722910651e-05	Gene
Barthea02530	338.22815571515	-2.33832144791213	0.442818618338041	-5.28054004749884	1.28803666202521e-07	3.28048658678355e-06	Gene
Barthea02531	36.2329579481134	-2.06911935346438	0.694244180232309	-2.98039135563514	0.00287880335806775	0.0155115036987475	Gene
Barthea02535	79.1599227322074	2.50405230984863	0.413675608062786	6.05317853178467	1.42015322560435e-09	5.75072658235057e-08	Gene
Barthea02546	784.17965835387	3.01261631702256	0.369530878185395	8.15254284517765	3.56350635909002e-16	4.61095194952484e-14	Gene
Barthea02552	5.88946422641568	3.85286949563717	1.39364932267756	2.7645903692866	0.00569943176998673	0.0265992815860816	Gene
Barthea02602	40.1295467739738	-2.69238225498828	0.668520014099451	-4.02737718872206	5.64025112121372e-05	0.000611398333502968	Gene
Barthea02635	61.8073524183141	2.77703930324345	0.474119761197089	5.85725280935727	4.70586496098356e-09	1.68844934922812e-07	Gene
Barthea02636	67.2514974642858	6.21114543512345	0.784147903151805	7.92088509088447	2.35825805842347e-15	2.64812972849751e-13	Gene
Barthea02640	105.912184121761	-2.55482015034938	0.410178318999322	-6.22855970686643	4.70742687584569e-10	2.09662046192071e-08	Gene
Barthea02643	148.271371830517	-5.00195627114175	0.535675636779696	-9.33765870184399	9.84878106929214e-21	2.30919094758712e-18	Gene
Barthea02644	104.5833793009	-2.23361378715108	0.454153739053989	-4.91818869927999	8.7348690009702e-07	1.72283143339767e-05	Gene
Barthea02646	80.2080393694352	-2.35671570192984	0.425110898214343	-5.54376684255594	2.96032969811111e-08	8.9224020064421e-07	Gene
Barthea02656	57.8518225935957	-2.95017279221709	0.648669662736767	-4.54803571323218	5.41489481760555e-06	8.39914911270962e-05	Gene
Barthea02676	5085.5767663844	2.92033086161279	0.197632901378969	14.776541968652	2.07552143283342e-49	4.91887655784505e-46	Gene
Barthea02678	8128.15419496852	2.94070024160189	0.197352570413262	14.9007445681806	3.25927096364381e-50	8.15342845677317e-47	Gene
Barthea02679	6795.73245045369	2.93375080522393	0.19891418620493	14.7488264220706	3.13061301309665e-49	7.04841866833646e-46	Gene
Barthea02682	64.0325130843028	-2.37789114730103	0.796170320702431	-2.98666137818741	0.00282041934931148	0.0152548982252646	Gene
Barthea02721	7.31264050485763	-5.93732023948403	1.85063309433511	-3.20826438133983	0.00133538679064762	0.00836432491251517	Gene
Barthea02722	10.6056751077842	2.57824370146026	0.944902975553665	2.72858036027407	0.00636075900613285	0.0290165440226355	Gene
Barthea02732	23.6903135137119	3.10071935877092	0.994731677872436	3.1171414641211	0.0018261392142175	0.0107643962137714	Gene
Barthea02734	37.6224119967806	-2.29777178190639	0.563765545241636	-4.0757577352861	4.58647505165445e-05	0.000513231573312496	Gene
Barthea02752	6.46367979462347	-5.75986726627055	2.02146074350826	-2.84935895231596	0.00438074250574806	0.0216872550907108	Gene
Barthea02753	295.207549860185	3.42998576322529	0.502689116960948	6.82327436082479	8.89884680094181e-12	5.54994698891425e-10	Gene
Barthea02764	108.504009464151	2.58353397358208	0.364343934019927	7.09092078212226	1.33222592785913e-12	9.64450181761555e-11	Gene
Barthea02766	299.407631384899	-3.70051654755265	0.573712061202271	-6.45012855368222	1.11755314815343e-10	5.7462089716746e-09	Gene
Barthea02789	172.807244141427	-2.24637447049516	0.349351883091828	-6.43011982822114	1.27503390970008e-10	6.50209534766533e-09	Gene
