baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significance
Barthea13707	281.807381652678	-2.02635440238525	0.477763026924267	-4.24133783526631	2.22191397966136e-05	0.000278227376502145	Gene
Barthea13718	59.9495735055675	3.68486466779737	0.737653579161855	4.99538641428979	5.87180759163693e-07	1.21508099284843e-05	Gene
Barthea13735	19.6758852792858	-2.36715369225833	0.850735931072152	-2.78247762413783	0.00539455850431682	0.025528066697816	Gene
Barthea13742	94.2643173710141	-6.16454578252273	0.991245187915731	-6.21899188785449	5.0035917183459e-10	2.20456684427982e-08	Gene
Barthea13743	18.9772840147519	-2.66084126266554	0.993986283775162	-2.67693961787849	0.0074298023563194	0.0326779224753571	Gene
Barthea13759	1638.50800752246	2.99238054015967	0.515560889366064	5.80412634449271	6.47024758760444e-09	2.24286973535212e-07	Gene
Barthea13769	7.33946832009627	-4.46720086721046	1.73555159300454	-2.57393723425817	0.0100548511928984	0.0414577322923745	Gene
Barthea13770	183.609827808766	-2.05644335237636	0.340483139617017	-6.03978028013221	1.54324227437053e-09	6.19672608109994e-08	Gene
Barthea13794	129.656238020896	-10.0772878326924	1.49801679018234	-6.72708603717702	1.73094402403021e-11	1.02826752583188e-09	Gene
Barthea13809	45.1063263879465	-3.64503466201084	0.706398457647383	-5.16002635984003	2.46915074632438e-07	5.77876241976303e-06	Gene
Barthea13820	161.200459893252	-3.07016020360986	0.555794685287693	-5.5239106901871	3.31536035264192e-08	9.86045979650682e-07	Gene
Barthea13831	75.4530846864501	-2.79296343857053	0.822229926526111	-3.39681559678895	0.000681748920838961	0.00483594615393668	Gene
Barthea13856	23.2893468362316	-2.86797997535438	0.760115393811677	-3.77308497986417	0.000161241336293722	0.00146352270348116	Gene
Barthea13887	619.154634261909	-4.95282727598817	0.352090161685738	-14.0669289146707	6.06464140677386e-45	1.011424955206e-41	Gene
Barthea13906	365.611178458453	-3.14761303620232	0.640672747331503	-4.91298100209911	8.97019717341586e-07	1.76153078291209e-05	Gene
Barthea13907	21.6084881762438	-2.59505195671862	0.815111083408403	-3.18367889915981	0.00145416223898673	0.00894283958745336	Gene
Barthea13909	207.590787443071	-2.25944795061682	0.431069355902349	-5.24149517862888	1.5928063985589e-07	3.93404779864771e-06	Gene
Barthea13916	6664.80279696327	2.01342356283065	0.376485992228595	5.34793751797313	8.8962164005942e-08	2.34811095136199e-06	Gene
Barthea13923	15.868778624315	4.90119046658795	1.47598430063622	3.32062506659137	0.000898161072111625	0.00608078408000517	Gene
Barthea13927	146.994029022729	4.11333662436478	0.371772787251307	11.064114333856	1.87304011435628e-28	8.51930538478272e-26	Gene
Barthea13956	94.8154177713993	2.27239615936696	0.821391878844949	2.76651890272208	0.00566583000582775	0.0265013170678498	Gene
Barthea13959	10.9116530101519	-3.36994959261157	1.15751121752101	-2.91137532112116	0.00359841486509395	0.0185503847335671	Gene
Barthea13961	63.6786829887371	2.80067928910334	0.561286648088673	4.98974864027209	6.04579101677668e-07	1.2453610416031e-05	Gene
Barthea13962	70.3318768865735	2.37888292694453	0.498966946712576	4.76761625718437	1.86418426238344e-06	3.34564978680207e-05	Gene
Barthea13972	49.6843795298626	2.87858038972597	0.463620833775381	6.2089107736703	5.33531033387174e-10	2.33246300023214e-08	Gene
Barthea13984	52.2350412849311	3.20773424340461	0.475505429718421	6.74594661369929	1.52032517158465e-11	9.09146376511089e-10	Gene
Barthea14015	13.6848597264044	5.1223336870595	1.34231008091557	3.81605842039541	0.000135600412178044	0.00126626938199194	Gene
Barthea14042	11.3403453582116	3.74773219969146	1.30931046342129	2.86237092301122	0.00420484492580307	0.0209748490266962	Gene
Barthea14059	6.1693336575089	-5.6906955233738	1.86463179915199	-3.05191380194301	0.0022738738870356	0.0128201973728026	Gene
Barthea14074	5.57737207211031	4.36755192152152	1.55857843302882	2.8022663659178	0.00507449567133281	0.0243535959466624	Gene
Barthea14075	21.6120852994456	2.23646426662602	0.736840993984252	3.03520608229598	0.00240371381139581	0.0133777698126494	Gene
Barthea14079	10.0282049189499	6.19486626028889	1.56670075179647	3.95408392648405	7.6828440229864e-05	0.000792193229931428	Gene
Barthea14080	8.32338607322639	5.01499313631367	1.41436616393663	3.54575304767992	0.000391492905317172	0.00307010345411476	Gene
Barthea14089	27.1921646355663	-5.34155270493706	1.14813650806036	-4.6523672642036	3.2814596388369e-06	5.42639904800539e-05	Gene
Barthea14138	423.904299594749	3.35378309540219	0.366173659335849	9.15899603888808	5.23823665863272e-20	1.11260640802629e-17	Gene
Barthea14173	80.9946418666252	3.03115852677774	0.41074984587144	7.37957313251546	1.5879783605139e-13	1.3168522577455e-11	Gene
Barthea14181	186.583746522262	-6.24575614352284	1.48527720791499	-4.20511141640055	2.60953573689812e-05	0.000317066337552039	Gene
Barthea14200	4725.78504363972	-2.70068102441462	0.575539769664601	-4.69243163854421	2.69976761828973e-06	4.59787579742694e-05	Gene
Barthea14201	66.9352806344724	-2.28769096127074	0.54103300992498	-4.2283759388137	2.35384249675803e-05	0.00029222821556801	Gene
Barthea14230	8.84595738411243	-3.74629465943338	1.34009580668182	-2.79554240879948	0.00518127034424158	0.0247304878451192	Gene
Barthea14240	17.6994740384999	-2.83526630920496	0.824907638162857	-3.43707122838546	0.000588040940532058	0.004282532025104	Gene
Barthea14270	45.4693684750357	-2.6268945949536	0.797765065787712	-3.29281728118768	0.000991889126180067	0.00656627101775393	Gene
Barthea14277	279.360616216661	-2.71841782496527	0.47589199344143	-5.71225795438779	1.11486922699175e-08	3.67506928420288e-07	Gene
Barthea14295	9.11439202020448	-4.78766165320471	1.7205812841233	-2.78258382639807	0.00539279321353903	0.0255236583574153	Gene
Barthea14323	224.288251696718	-2.28314006974054	0.403137814374159	-5.66342324717157	1.48382557314024e-08	4.78276175611538e-07	Gene
Barthea14371	46.7274670769833	-2.80909087042167	0.736400399586209	-3.81462431579358	0.000136390264641671	0.00127232592221873	Gene
Barthea14382	16.4693160122706	-3.98597334598086	1.26930633451415	-3.1402768879323	0.00168788220917527	0.010117207042166	Gene
Barthea14419	521.823851042992	3.45710585962084	0.65603425021225	5.2697033097012	1.36644444608443e-07	3.44703792508324e-06	Gene
Barthea14422	55.5125890795843	6.78614606515217	0.861841993031395	7.8740025666224	3.43471891304687e-15	3.76306466996563e-13	Gene
Barthea14449	9.30917211042187	4.48718227097111	1.39133805775627	3.2250841166577	0.00125935660754804	0.00796592094480658	Gene
Barthea14468	32.0476404484147	2.14633572756226	0.556325891512604	3.85805471272701	0.000114293066460481	0.0011038752228856	Gene
Barthea14489	12.0061420869238	-2.72331934865714	0.995487762589828	-2.73566331099062	0.00622546866208648	0.0285435931560016	Gene
Barthea14490	60.0817401839445	-8.97022780410877	1.50064416783366	-5.97758482416139	2.26470012995791e-09	8.74589898386576e-08	Gene
Barthea14493	148.33354261309	-2.60652519450469	0.475280101204805	-5.484187509423	4.15374013408803e-08	1.21217604988885e-06	Gene
Barthea14497	4.29620604331719	4.9329791323813	1.78846596789262	2.75821806002488	0.00581174149347325	0.0269985461373782	Gene
Barthea14498	559.470748284862	-2.70289398646811	0.492150499463029	-5.49200699667511	3.97391645132102e-08	1.16498361905296e-06	Gene
Barthea14513	102.266824851487	2.44663679481487	0.934260563501018	2.61879489555507	0.00882409851141525	0.0374249158774152	Gene
Barthea14519	14.9851531994379	3.22915525369363	1.24964873677486	2.58405034844235	0.00976475384870913	0.040484539891747	Gene
Barthea14524	249.326690977897	-2.02912977112723	0.410330299439201	-4.94511317809199	7.60996388249273e-07	1.52772654331148e-05	Gene
Barthea14532	11.8075274984906	-4.07538624133431	1.36378871577202	-2.98828271139295	0.0028054991051055	0.0151928826462773	Gene
Barthea14550	17.4850087906263	6.99868263171714	1.3865986477622	5.04737448216336	4.47922852462531e-07	9.64126105331515e-06	Gene
Barthea14555	51.5006173718795	-6.29556720819319	1.17601839133916	-5.35328975682451	8.63693753825058e-08	2.28906804243605e-06	Gene
Barthea14565	6.26026117272837	4.62457593883538	1.583222411988	2.92098943510308	0.00348921659509741	0.0181009140622859	Gene
Barthea14583	33.7258363117728	-8.13378903312538	1.58271426100683	-5.13913928339229	2.75999767494584e-07	6.37006331651133e-06	Gene
Barthea14588	12.1408196479749	-3.01492186424277	1.17849310888738	-2.55828552709075	0.0105189683983725	0.0428844389325772	Gene
Barthea14596	32.9319075406603	-3.79608563319001	0.726796803179636	-5.22303567734841	1.76013460940513e-07	4.29810744722905e-06	Gene
Barthea14602	136.7974669115	-2.61816299837308	0.84734606205165	-3.08983910544626	0.00200264949377695	0.0115894234745254	Gene
Barthea14613	217.819130054715	2.26390678969521	0.340454506859243	6.64966021622147	2.93770410794963e-11	1.68844531564484e-09	Gene
Barthea14621	92.3198097547575	2.33617520931387	0.7116886040579	3.28258060617169	0.0010286157318742	0.00676860116769884	Gene
Barthea14628	6.16056170550897	-5.68388837013931	1.80633625927043	-3.14663913818294	0.00165158659569204	0.00993710486603644	Gene
Barthea14647	189.241216366829	5.85973731334952	0.498358601284065	11.758074001836	6.41816695690927e-32	3.75329402470997e-29	Gene
Barthea14667	56.2883435487962	2.27445692044816	0.441987116191643	5.14598013635757	2.66127583915474e-07	6.17776933595752e-06	Gene
Barthea14682	87.7093044311725	-3.54783889519398	0.455760884825152	-7.78443041805809	7.00279713431965e-15	7.33323144561115e-13	Gene
Barthea14698	21.1324708865035	-2.11820253799618	0.738692841164273	-2.86750110459664	0.00413727360096368	0.0207273356673113	Gene
Barthea14700	128.393535217118	-2.85180894560106	0.554577574548412	-5.14230844606953	2.71383085183249e-07	6.27637850165204e-06	Gene
Barthea14712	337.669094879898	4.03503702775374	0.379015393404224	10.6461032928294	1.818174650493e-26	6.82254886142076e-24	Gene
Barthea14713	35.102438672686	-2.6843053574535	0.704270963552428	-3.81146674557409	0.000138144642426228	0.00128576169983684	Gene
Barthea14723	69.2562561642475	-2.45764276223045	0.964606375122686	-2.54781932362604	0.0108398595957827	0.0439499403690348	Gene
Barthea14740	227.300969046786	-2.23149404030055	0.411112435168937	-5.42794099473923	5.70078785440862e-08	1.59838590470838e-06	Gene
Barthea14760	60.9593381462941	4.29847317410386	0.502245678568357	8.5585070365495	1.14338502323022e-17	1.76926062580871e-15	Gene
Barthea14764	4.35702099867346	-5.18148965502424	1.92410801580322	-2.69293075672844	0.00708269769706055	0.031490654495462	Gene
Barthea14766	4.35702099867346	-5.18148965502424	1.92410801580322	-2.69293075672844	0.00708269769706055	0.031490654495462	Gene
Barthea14769	9.70742014328675	-6.33662049267224	1.67523720071978	-3.78252135873634	0.000155247767141786	0.00141884548541252	Gene
Barthea14772	487.56856042557	2.11271439624745	0.491184452252824	4.30126480298278	1.6982596701252e-05	0.000221590653972958	Gene
Barthea14773	40.8576730357426	2.63212685797786	0.507199906474956	5.18952551918072	2.10830610292625e-07	5.0416843074172e-06	Gene
Barthea14785	633.120028218633	-2.43189384530384	0.455717619668739	-5.33640513410822	9.48074389528107e-08	2.47914295505582e-06	Gene
Barthea14801	436.830443967978	2.21119807993646	0.410696600392797	5.38401846477821	7.28410264302869e-08	1.972314238803e-06	Gene
Barthea14815	24.073948052327	5.54017011011856	1.39973010116805	3.95802741220995	7.55712864965337e-05	0.000781260938875499	Gene
Barthea14851	200.582301127861	-2.33926644893692	0.367533866810604	-6.36476433923401	1.95589802789172e-10	9.60437647741946e-09	Gene
Barthea14855	156.149230833238	2.19069331334869	0.383562010814497	5.71144495956921	1.12020928324003e-08	3.68997101792357e-07	Gene
Barthea14858	256.278367110752	2.38753401387795	0.729320062873982	3.27364367911333	0.00106170399231881	0.00693846616329531	Gene
Barthea14878	47.0955056729742	2.61612391081287	0.535877251592728	4.88194619763623	1.05043919665004e-06	2.01706723181043e-05	Gene
Barthea14886	237.313891456708	2.06056113215329	0.424886365404306	4.8496758190688	1.23663414705264e-06	2.34066410288496e-05	Gene
Barthea14890	90.7435697490197	4.66047088955007	0.453537845710941	10.2758147608268	9.05758417355415e-25	2.91324255536407e-22	Gene
Barthea14893	17.7371735595303	-3.06344558632735	1.10804124042296	-2.76473968167283	0.00569682382391691	0.0265964002039559	Gene
Barthea14930	23.6128264630018	-3.80619756790082	0.869733647071855	-4.37627954341562	1.20722171320983e-05	0.000166544076360679	Gene
Barthea14931	1845.87935605863	-3.47826742938593	0.391422941760957	-8.88621247834297	6.32273862331422e-19	1.17647354326122e-16	Gene
Barthea14990	9.85724568394201	3.32730706317257	1.0982407596808	3.02966998250879	0.00244821092950283	0.0135847800301396	Gene
Barthea15001	293.064197146301	3.50940009886287	0.493271473664446	7.11454095002092	1.12285927987769e-12	8.23472809667954e-11	Gene
Barthea15006	55.1075229767373	-2.00366494071168	0.570657889698138	-3.51114910856935	0.000446174059317033	0.00342553652463541	Gene
Barthea15027	191.852287019965	-6.23010086589064	0.853845098477322	-7.29652354625083	2.95298189403452e-13	2.3492901361569e-11	Gene
Barthea15028	54.721696765818	8.65551902280692	1.26884157474723	6.82159159588634	9.00373316345182e-12	5.60759475265659e-10	Gene
Barthea15043	23.7473271998627	6.54222213048311	1.20582112405164	5.42553285888773	5.77818983518629e-08	1.61706718513737e-06	Gene
Barthea15081	82.1598951134411	-3.50911003430318	0.464415490400844	-7.55597112248435	4.15746086931965e-14	3.82284484129507e-12	Gene
Barthea15088	872.089564456611	-6.6001422926147	0.417670783374384	-15.8022599505089	3.00160101609808e-56	1.22871901958073e-52	Gene
Barthea15089	593.990792232068	-9.82868906207279	1.06902030216069	-9.19410888849086	3.78115514932472e-20	8.26512792324964e-18	Gene
Barthea15120	20069.6448091346	-2.14871223334751	0.58357036025835	-3.68201056749399	0.000231401816515189	0.00197417967314871	Gene
Barthea15121	22.4426370572995	-3.78923360330936	0.974803953053579	-3.88717504831568	0.000101417619527461	0.000999281680491419	Gene
Barthea15133	19.6722891634569	-3.48798766983359	1.15166101317504	-3.02865828566817	0.00245642357878249	0.0136198287303881	Gene
Barthea15155	4694.39797829268	3.92104570181401	0.277079200798425	14.151353441598	1.83197169210395e-45	3.17276358937495e-42	Gene
Barthea15156	3606.82385800503	4.20411762183385	0.275138646088108	15.2799967638409	1.03945883549513e-52	3.12038612690067e-49	Gene
Barthea15157	55.3363073180787	2.14761191901179	0.517296854722758	4.15160444028369	3.30152537695609e-05	0.000387752702657683	Gene
Barthea15177	179.420082683541	2.54580686323312	0.45349381690742	5.61376311719998	1.97973191235948e-08	6.16070133252487e-07	Gene
Barthea15198	15.555337014838	-4.53545558272625	1.25566827501582	-3.61198548451747	0.000303861578517631	0.002477382404322	Gene
Barthea15204	18.0823202145678	5.51099437224815	1.27816101160349	4.31165895549767	1.62034225189872e-05	0.000213463989867772	Gene
Barthea15220	250.252458338397	-2.30585341350651	0.292053380577033	-7.89531492137037	2.89583101047916e-15	3.21966356965101e-13	Gene
Barthea15222	23.1713694765014	3.5987696407968	0.85890855080059	4.18993341892146	2.79036318505414e-05	0.00033622495011989	Gene
Barthea15227	9.28617686793323	-2.69285014762787	1.05489766562857	-2.55271220647105	0.0106887775031455	0.0434351558694285	Gene
Barthea15232	6.79796154782973	-5.82429486607266	1.76318693401251	-3.3032770114841	0.00095561937345687	0.00638151931890693	Gene
Barthea15242	21.4548069492607	-2.46716929945614	0.857998978327862	-2.87549211802602	0.00403398217217666	0.0203115490585869	Gene
Barthea15252	122.736036154855	2.78382216284663	0.356724906064304	7.80383459501089	6.00538925450065e-15	6.34780921927018e-13	Gene
Barthea15258	21.6512219912521	-2.71295930995076	0.856909071006645	-3.16598271828741	0.00154559975985304	0.00939862411700505	Gene
Barthea15263	88.2632638390977	2.08865351817646	0.743534652497938	2.80908698896485	0.00496822203307369	0.0239522558808646	Gene
Barthea15339	116.736010616181	-4.18678280207808	0.963881292991149	-4.34367056661668	1.40121590868624e-05	0.000188288126386848	Gene
Barthea15354	250.642441058947	-4.45831588546721	0.645299160604821	-6.9089131950653	4.8838066793157e-12	3.20572785660214e-10	Gene
Barthea15358	471.658864989873	-3.2391737375424	0.636512832815404	-5.0889370497292	3.60076107138988e-07	8.03860536854808e-06	Gene
Barthea15369	240.977607590962	4.10309139149321	0.323091664922371	12.6994653126662	5.95350634998291e-37	5.155393027565e-34	Gene
Barthea15370	48.3386455584952	4.50939310330522	0.563172528388773	8.00712548285427	1.17420664466977e-15	1.38048807638643e-13	Gene
Barthea15380	1066.32824954851	-3.65755660106311	0.495197510593119	-7.38605611462445	1.51247982355584e-13	1.26121211064622e-11	Gene
Barthea15396	13.5597601251033	-5.369769099285	1.66935033699095	-3.21668195123389	0.00129682273294951	0.00815681391842207	Gene
Barthea15397	67.8146499613436	-2.37340291912196	0.59739120227035	-3.972945885547	7.09891812320742e-05	0.000742207963290285	Gene
Barthea15399	68.2227459949736	-2.05116662029733	0.407452244987737	-5.03412766902061	4.80029688561141e-07	1.02151497382891e-05	Gene
Barthea15400	5.89449434859957	4.49140509742813	1.4963604763295	3.00155288012239	0.00268606382179998	0.0146535943581089	Gene
Barthea15405	856.969621384588	-2.10088534587689	0.50364427769825	-4.17136744902242	3.02777163155786e-05	0.000360776736696001	Gene
Barthea15408	51.3022697680244	-5.68975920602114	1.02071258994908	-5.5743009952537	2.48525717486759e-08	7.58188653977729e-07	Gene
Barthea15409	35.1567223385688	-4.42025144687413	0.885239112873064	-4.9932852972663	5.93607691952471e-07	1.22612664040953e-05	Gene
Barthea15411	38.4550495074655	-2.88169196198261	0.63301843333092	-4.55230339315594	5.30617403012353e-06	8.25610609545378e-05	Gene
Barthea15412	216.739935780683	-3.95086829082839	0.420466969128499	-9.39638207257361	5.64714939393492e-21	1.33834468452366e-18	Gene
Barthea15419	7.27564821606854	4.20971318841556	1.32949694533884	3.16639553266717	0.00154340772565438	0.00938909841644033	Gene
Barthea15420	37.2459454393455	3.85717300302672	1.06418072343306	3.62454695719674	0.000289468425526124	0.00237595219340427	Gene
Barthea15425	5.09445864884396	4.3117422951987	1.66204769429607	2.59423499698356	0.00948016650083957	0.0395620287213618	Gene
Barthea15449	594.252615961746	-2.64526992834278	0.328956618985012	-8.04139444436382	8.88218399477154e-16	1.06654896826818e-13	Gene
Barthea15462	31.6221791506762	4.417766944316	0.676083740126227	6.53434875314586	6.38869188172283e-11	3.4165844031128e-09	Gene
Barthea15463	345.441316850451	-3.18655146866639	0.338421308030708	-9.41593035973151	4.68911058234349e-21	1.12311681070396e-18	Gene
Barthea15475	13.1583454535055	3.98688744860804	1.01697922031671	3.92032341365483	8.84302136589603e-05	0.000888623988138658	Gene
Barthea15476	1018.30075033557	5.71522177645404	0.285231934280242	20.0371034571424	2.61552094664721e-89	2.94435731766443e-85	Gene
Barthea15491	11.1245585742751	2.88193329316186	0.9195529560492	3.13405908186506	0.0017240613889441	0.0102838469045918	Gene
Barthea15504	35.5863725466889	5.98147666902566	2.07683822921849	2.88008790712431	0.00397564303777599	0.0200604247364428	Gene
Barthea15508	749.878562481576	-3.22528982583161	0.545488786211832	-5.91266018176057	3.36626212785696e-09	1.25065525870686e-07	Gene
Barthea15519	1640.34113221176	-2.11652656299135	0.664430873205215	-3.18547293382264	0.00144517621613831	0.00890939428163048	Gene
Barthea15544	16.1190271166527	-3.28936169310999	1.03594273864508	-3.17523504958602	0.00149715174226276	0.00915097676155151	Gene
Barthea15554	26.2047934918133	2.38957735393916	0.696662463106732	3.43003603679601	0.000603501091781221	0.00436968172725786	Gene
Barthea15590	166.511480979348	-2.27550606314734	0.496762123842759	-4.58067544591546	4.63476619280782e-06	7.37712572979651e-05	Gene
Barthea15599	69.457148988383	2.80122343617732	0.415663424784018	6.73916267141583	1.59301974693534e-11	9.51353928179729e-10	Gene
Barthea15613	136.058214678035	2.61741160015503	0.442014780278667	5.92154768785083	3.18925793631706e-09	1.18980195206645e-07	Gene
Barthea15622	107.898896804633	6.93131076409017	0.811392970985455	8.54248312709923	1.3136788705948e-17	2.01202877088481e-15	Gene
Barthea15625	350.160737317437	-3.96221888472015	0.782502948781536	-5.06351942940261	4.11586413092683e-07	8.95762426058502e-06	Gene
Barthea15691	556.202956864132	-2.9115662338675	0.419202564838612	-6.94548764268276	3.77155241064422e-12	2.53098708642173e-10	Gene
Barthea15702	664.642371136199	4.41813852761679	1.29548581765135	3.41041057139988	0.000648651524023354	0.00464653666485008	Gene
Barthea15704	88.0990455566624	-4.86529910252323	0.856672899562007	-5.67929615260472	1.35250129144874e-08	4.37827323167833e-07	Gene
Barthea15713	44.0546023931243	3.20275385779091	0.520783097088537	6.14988058501911	7.75413057984234e-10	3.30644645719433e-08	Gene
Barthea15715	5.63733194901822	-5.55456457253498	1.89558872065794	-2.93025829495706	0.00338680357388741	0.0176714227263704	Gene
Barthea15725	5.21403347673077	4.31428022689864	1.6436245291353	2.62485753310603	0.00866852295329161	0.036928563866014	Gene
Barthea15746	873.891371127865	4.07541574873548	0.425837530811285	9.5703536063888	1.06540652972556e-21	2.78919712947747e-19	Gene
Barthea15775	1200.88808200188	-2.39409930418968	0.641870182907005	-3.7298808512134	0.000191570339281809	0.0016867854531718	Gene
Barthea15782	23.4196569651669	4.01155181364991	0.871002401375929	4.6056725071169	4.11134993405233e-06	6.63072980588977e-05	Gene
Barthea15784	34.5029636757267	-2.84117849433775	0.979405735408715	-2.90092082537386	0.00372067874058806	0.0190579505187055	Gene
Barthea15788	29.2205338306536	-2.54482913477319	0.636962047432686	-3.9952602278743	6.46232309785626e-05	0.00068713259631986	Gene
Barthea15829	702.962712992696	-3.33490278409714	0.64645738776294	-5.15873566800363	2.48623023473005e-07	5.80967624492264e-06	Gene
Barthea15830	15.8335916816577	6.85198708114325	1.43134716860414	4.78708955551669	1.69217336987429e-06	3.0736940166224e-05	Gene
Barthea15851	57.6844584763203	-2.90294444547519	0.524657108790137	-5.53303175891279	3.14742454458584e-08	9.42949965523326e-07	Gene
Barthea15861	23.8856270620959	2.26552904223296	0.749635488110536	3.02217421422143	0.00250966065574373	0.0138523547030503	Gene
Barthea15879	7.01339913983073	2.73233667734291	1.09272730939714	2.50047441282524	0.012402709209788	0.0487969937097025	Gene
Barthea15889	163.555764773074	2.93393693697285	0.830724735362825	3.53177991707618	0.0004127727379767	0.00321175468417783	Gene
Barthea15917	583.922637626159	-2.45165681997101	0.377885957783702	-6.48782197240129	8.70860940293958e-11	4.56507535279356e-09	Gene
Barthea15918	625.026659020326	-2.56620237985259	0.374990134419406	-6.84338638355332	7.73426707364833e-12	4.89138078734987e-10	Gene
Barthea15928	4.73637676717465	-5.30215159331444	1.86798969221095	-2.83842657988055	0.0045336548012632	0.0222745163170846	Gene
Barthea15944	157.173538083115	-2.39323206909987	0.527091340521748	-4.54045036431617	5.61341931969709e-06	8.68017371382694e-05	Gene
Barthea15965	296.805233879031	2.10904267917585	0.307174279913074	6.86594815090862	6.6051062524568e-12	4.25495464151469e-10	Gene
Barthea15967	26.2476132540739	-2.75602887465708	0.676549268462868	-4.07365583428806	4.62808592310305e-05	0.000516988541382802	Gene
Barthea15992	188.765026494044	-2.55840914040821	0.355009679782274	-7.20658980898007	5.73704904595016e-13	4.38596912546842e-11	Gene
Barthea16007	16.7802182343474	-2.16191295586883	0.826213147628697	-2.61665281177588	0.00887966081854837	0.0376109723448795	Gene
Barthea16008	92.1546782860737	-2.15291609227636	0.542202128584299	-3.97068911901483	7.16650427878158e-05	0.000748030878927343	Gene
Barthea16018	6.59830068709376	-4.31952994827111	1.72924494454851	-2.49792833680881	0.0124921444637666	0.0490759704291526	Gene
Barthea16022	33.2093223705144	-3.23236651326899	0.72769623533831	-4.44191732250235	8.91608208433252e-06	0.000129260225426725	Gene
Barthea16039	70.4805569792857	-2.71893412354682	0.514983261572074	-5.27965533335358	1.29427116386691e-07	3.29349574132976e-06	Gene
Barthea16040	70.9206723848327	-3.59215431040498	0.884604716514868	-4.06074514790878	4.89163444777801e-05	0.000541591855296277	Gene
Barthea16056	2002.96875619552	-5.0460546206755	0.673129668201906	-7.49640798652472	6.55904217514222e-14	5.82538678707059e-12	Gene
Barthea16110	561.515418146732	-2.0678946089913	0.341430344438268	-6.05656363787309	1.39060142043333e-09	5.64586776260728e-08	Gene
Barthea16119	1010.0906376836	-3.26489068649053	0.245944314146303	-13.2749183400449	3.23623690896916e-40	3.6431127943493e-37	Gene
Barthea16143	39.4423298902174	6.76549186379514	2.10073194657644	3.22054028588505	0.00127949208280769	0.00806575022806187	Gene
Barthea16144	34.5416257958836	7.98960780490837	2.64232370790269	3.02370515051315	0.00249699667169403	0.0137959832060994	Gene
Barthea16145	4.40241730914741	-5.19462962181369	1.93053071637095	-2.69077802169274	0.00712856095195015	0.0316310574601265	Gene
Barthea16202	74.7214457012815	-2.26703520404757	0.600531194824949	-3.77504986182841	0.000159975661033069	0.001454967489529	Gene
Barthea16211	189.593492316947	-2.14884990654178	0.460672647578769	-4.66459191322913	3.09230093040715e-06	5.15554696141798e-05	Gene
Barthea16227	481.47500602858	-3.48790152594275	0.604259343010631	-5.77219296033522	7.82464369466402e-09	2.65313163348664e-07	Gene
Barthea16268	14.2489253512057	2.20846704568691	0.824584551724036	2.67827846285679	0.00740016674905835	0.0325666642438769	Gene
Barthea16289	7270.77932526077	2.05314694589516	0.645934489097882	3.17856838510451	0.00148004300412911	0.00906986705684437	Gene
Barthea16301	266.83077296746	2.6593365335702	0.731732666145485	3.63430069013956	0.000278735634794042	0.0023063555492725	Gene
Barthea16321	264.131868459829	3.96447746840959	0.397928974515162	9.9627765815242	2.21780615054518e-23	6.44294149373541e-21	Gene
Barthea16348	25.0465700567065	5.5677117598937	1.02909179322024	5.41031596653897	6.29136467851501e-08	1.74227466241607e-06	Gene
Barthea16377	259.971563581829	4.29891216013386	0.400787698049332	10.7261579660679	7.67200334829492e-27	3.05719149354312e-24	Gene
Barthea16393	45.7042020375577	-2.57322511441071	0.574897525924796	-4.47597180083763	7.60645247173298e-06	0.000112761065577026	Gene
Barthea16394	501.599282404952	-3.4966131340624	0.345037030492222	-10.1340228006084	3.90255938199447e-24	1.21191963042641e-21	Gene
Barthea16395	524.11157331188	-3.42140702533144	0.295762388347511	-11.5680937134961	5.97964806834624e-31	3.24406714300678e-28	Gene
Barthea16404	133.031269140949	-4.25843545108602	0.643365033248408	-6.61900356875909	3.61628123087844e-11	2.04569758222645e-09	Gene
Barthea16418	8.62417833665124	3.40044396875449	1.25465597827333	2.71026004549408	0.00672304747887438	0.0302671570612112	Gene
Barthea16442	86.374940752106	2.46911229191114	0.455239577484116	5.42376457151794	5.83567332332164e-08	1.63112684094258e-06	Gene
Barthea16445	49.9242348814024	-2.57124976940915	0.851812979794724	-3.01856138659543	0.00253977941656314	0.0139894467704491	Gene
Barthea16475	152.153659133064	3.07969930670285	0.538353630611403	5.72058797709837	1.0615604282676e-08	3.50961854070937e-07	Gene
Barthea16481	45.1714320186636	-2.86514571860321	0.740936961782152	-3.8669223785405	0.000110217489775868	0.00107168718357105	Gene
Barthea16501	9.21989085984475	5.14740889471712	1.51996059957348	3.38654100386651	0.000707796984180295	0.00498224017518438	Gene
Barthea16510	54.080323810813	2.98943927357975	0.59761542753744	5.00227928502141	5.66564306828786e-07	1.17837525044773e-05	Gene
Barthea16532	25.0847410985816	-3.16277413467702	0.793165008820405	-3.98753613624572	6.67630377837747e-05	0.000704870534200607	Gene
Barthea16550	5.24162589222261	5.23213744864264	1.82637774219032	2.86476194260224	0.00417322842486222	0.0208610460416431	Gene
Barthea16551	20.8427373144085	3.44922491838071	0.792407390408193	4.35284294433941	1.34383423225983e-05	0.000182283877699232	Gene
Barthea16555	288.841244680056	-2.40104875270111	0.449337678528721	-5.34352863655445	9.11544207379201e-08	2.39474469743746e-06	Gene
Barthea16574	112.842274890236	-2.45852263854213	0.497205235314968	-4.94468373203012	7.62675810592745e-07	1.52989747563383e-05	Gene
