baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Barthea00772	21.2450408619304	2.55732683152486	0.715978103972106	3.57179474810376	0.00035454323238245	0.00630043006948082
Barthea00779	108.806444574796	-1.73683308994985	0.48011788614078	-3.61751382334584	0.000297446449308954	0.00545149679252556
Barthea00786	11.2637147396188	6.97218282921078	1.9029565369139	3.66386866644776	0.000248434204907426	0.00473229305741218
Barthea00790	47.3122038345131	-2.86283267903275	0.856299150559789	-3.34326231336471	0.000827995913972534	0.0124260811125107
Barthea00806	161.391529694707	-1.25070678819794	0.382682515834816	-3.2682621662752	0.00108210080505597	0.015265620143851
Barthea00817	178.302354128904	-4.20001595074404	0.632403191898462	-6.6413579256861	3.10806254475013e-11	3.81529765050335e-09
Barthea00864	78.0915237390092	-2.26550406677964	0.621769890258643	-3.64363746503911	0.000268811979687623	0.00502037144486763
Barthea00877	28.491039986653	2.17167903709062	0.589765305524694	3.68227668997679	0.000231160326101715	0.00445956251173277
Barthea00878	141.281821741312	-3.64481698353396	0.58895666535874	-6.18859959979206	6.07010494796764e-10	5.90376072583583e-08
Barthea00904	1137.68974350057	-3.79024070522227	0.843533668450349	-4.49328917977311	7.01314471590376e-06	0.000241614301094573
Barthea00907	144.611699696517	2.90428234617753	0.474449065809635	6.12137857458197	9.27692001426479e-10	8.68155503493465e-08
Barthea00908	2871.66190462482	-1.41361250584164	0.423694849489248	-3.33639294304782	0.000848731099551433	0.0126323058739887
Barthea00939	514.52061252447	-0.889085397367828	0.287819531889405	-3.08903774365618	0.00200805926337908	0.0246978592522852
Barthea00944	31.5225425295441	-3.4578329838029	0.921694660754339	-3.7516035744125	0.000175707137309902	0.00356739802065367
Barthea00949	340.977127007565	1.5156971465233	0.314989571780594	4.81189627312189	1.49504946554169e-06	6.29052634939857e-05
Barthea00950	44.4662247901833	2.07416101417734	0.613789296031774	3.37927205245685	0.000726780493584783	0.0112234880803207
Barthea00951	175.091858915631	2.4468093344795	0.37267609960283	6.56551181330686	5.18544419524338e-11	6.05667067377445e-09
Barthea00952	482.375942032555	-1.0867246126064	0.287140375470418	-3.7846457880611	0.000153927654173296	0.00318661117880248
Barthea00954	532.13245351184	-1.05469843802625	0.326884962374544	-3.22651256382294	0.00125308730434932	0.017156333574673
Barthea00966	13.918308229661	4.35288487472145	1.26545716533061	3.43977259284333	0.000582203154624706	0.00935736051385535
Barthea00973	405.901496213299	-1.09123726969369	0.3642943904092	-2.99548194653213	0.00274011521156121	0.0311698890743833
Barthea01036	561.369637051605	1.17709940635752	0.323808717830167	3.63516897952972	0.000277798487274432	0.00515016806961305
Barthea01057	342.474588907803	-1.17165274871452	0.364718731234299	-3.21248306811486	0.00131592904955976	0.0177997089279179
Barthea01062	438.833520209238	-0.863692747409558	0.307602060622816	-2.80782497250116	0.00498773272648409	0.0489104021196302
Barthea01070	195.652116839198	-1.47126076817164	0.324709172947523	-4.53101079595746	5.87021382613052e-06	0.000206601297325366
Barthea01079	47.4876292021124	2.43366088930575	0.583571031510028	4.17029077507239	3.04211236207636e-05	0.000844973456078655
Barthea01116	180.856893627444	-1.76908931599128	0.45708148695027	-3.87040246979802	0.000108655820941652	0.00239654083912955
Barthea01118	413.381538066625	-2.61258416255289	0.381208783822205	-6.85342068028368	7.21046402529192e-12	1.00881429754704e-09
Barthea01120	4.58312553348239	5.67537888234527	1.83997409312578	3.08448847380445	0.00203902510716136	0.0249754649539079
Barthea01121	1165.20357980274	-2.56650883679943	0.424669267560301	-6.04354737403972	1.50762080836996e-09	1.36645022192313e-07
Barthea01122	75.8982558095187	-2.10407502630531	0.54229838861555	-3.87992122137199	0.000104490301926243	0.00232289978897571
Barthea01126	139.635785553795	-1.95047647731927	0.590623899764128	-3.30240018749363	0.000958611977227827	0.0138836771902341
Barthea01127	293.793699340289	-1.73488456238554	0.465714732533195	-3.72520867645492	0.000195153715098692	0.0038873175033936
Barthea01143	17.9560922690197	5.14365825312615	1.05685750406689	4.86693639713288	1.13341484929479e-06	4.95012573429051e-05
Barthea01144	29.835242664201	2.73005741340787	0.713048019385276	3.82871467164507	0.000128814243156458	0.00275117413329301
Barthea01145	39.5535752615023	8.78103051532165	1.29460222700872	6.78280195424265	1.17867166031344e-11	1.57285802692223e-09
Barthea01146	203.212075624465	6.80642081100099	0.585510620007591	11.6247606421088	3.08456709529993e-31	8.21063057077864e-28
Barthea01148	1156.79477470466	2.38821007992485	0.38065083724394	6.27401767251168	3.51848545930712e-10	3.55184435338238e-08
Barthea01151	177.839289812094	-1.41591092032835	0.320758517637987	-4.41425821130141	1.0135692576405e-05	0.000333949610457121
Barthea01152	81.0287398614099	-1.69641454232087	0.434164724302432	-3.90730625351123	9.33308263399404e-05	0.00211856573789577
Barthea01160	85.7594000771837	-3.07793766503956	0.620306017953939	-4.96196647453469	6.97830424154558e-07	3.25879720236535e-05
Barthea01163	51.1115646797464	7.29493113783905	1.12282745917945	6.49692976262808	8.1975709639748e-11	9.2749922036471e-09
Barthea01180	190.827513028821	-0.930263672493963	0.302874580054973	-3.07144849305319	0.00213022913407415	0.0257434500491757
Barthea01188	48.2221749601234	-3.29456580870273	0.705797998006349	-4.66785938470896	3.04354075114979e-06	0.000117054808737187
Barthea01216	331.880231214892	-2.20715101505293	0.700737762471941	-3.14975320762924	0.00163408436519306	0.0211369924848257
Barthea01222	2669.76901363588	-0.905039241002843	0.292876659120136	-3.09017196427252	0.00200040639108231	0.0246336871753075
Barthea01251	529.864424858982	-1.3720451392276	0.479205918315443	-2.86316401110144	0.00419433390453819	0.0429670725586427
Barthea01253	99.0406462387813	2.18447228441998	0.545549183455389	4.0041711190621	6.22353053078716e-05	0.00152129075202784
Barthea01256	137.784394058483	-2.94572153590353	0.863466574532926	-3.4115061576031	0.000646050421138818	0.0101883380259107
Barthea01275	912.016061523139	-1.89786903473464	0.613227947884193	-3.09488346263868	0.00196890240753141	0.024362492991805
Barthea01283	224.004334334139	3.36071059133025	0.78498657395638	4.28123321191605	1.8586045208206e-05	0.000557857113593483
Barthea01289	35.6333937345059	-2.7043926455258	0.796925152142397	-3.39353405806744	0.000689969782513512	0.0107901118585717
Barthea01302	3798.5746960717	-1.1662986649052	0.390325051637423	-2.98801898574674	0.0028079211090344	0.0317639180314001
Barthea01314	48.0467156612227	1.71491450972394	0.527842045945438	3.24891607801401	0.0011584565003048	0.0161313153917718
Barthea01320	97.3521808816	3.80056525368194	0.480798843453319	7.90468884322709	2.68603691273023e-15	6.82644808348399e-13
Barthea01322	34.4434181793804	2.60456198726962	0.7178543631265	3.62825960397575	0.000285338267918639	0.00526244384584361
Barthea01324	861.512200026698	1.17541696044163	0.381358966120954	3.08217995343742	0.00205490569804518	0.0251091702533547
Barthea01348	280.178139016692	1.07197914806698	0.298809229807364	3.58750346754035	0.000333859294343357	0.00599607024553099
Barthea01355	46.3005320445467	3.10948391132563	0.57356869962458	5.42129288672985	5.91695232741659e-08	3.71738961439868e-06
Barthea01357	13.0149825718171	2.98128423964253	0.840239231850859	3.54813739543609	0.000387965783896628	0.00676132650605513
Barthea01391	1534.24954912263	1.26303634248675	0.370616071140247	3.4079373260875	0.000654559269645343	0.0103064554988522
Barthea01414	18.9354670653182	4.24259464243985	0.986488288383973	4.30070452168257	1.70255953461771e-05	0.000515919403614683
Barthea01415	245.740648610782	1.79707828368498	0.304454311390384	5.90262057869396	3.57772448424445e-09	3.05647661808552e-07
Barthea01463	244.162342807067	1.91823319317384	0.362657158596745	5.28938460940961	1.2272857882212e-07	7.02149080761169e-06
Barthea01470	227.655889016366	1.20667783700091	0.299536586069236	4.02848230607125	5.6138084936143e-05	0.00139861263332287
Barthea01483	92.9973735357264	-1.33767393716078	0.381886828383421	-3.50280197623817	0.000460391594102356	0.00778713650858103
Barthea01485	41.9968219274118	-3.98143141022578	0.603950119025874	-6.59231828060159	4.33011034952311e-11	5.16976034593006e-09
Barthea01486	86.5107750564622	-1.68684940379765	0.577752940013644	-2.91967255719687	0.00350399344291474	0.0375613540431142
Barthea01522	59.8137315051431	-2.37877900514217	0.651349550351407	-3.65207745036257	0.000260127399966	0.00489068522426783
Barthea01523	52.3388133680103	3.04641151135147	0.919050910329159	3.31473640590856	0.000917295787301296	0.0134197959047622
Barthea01525	353.18772032772	1.55719958057843	0.506915564915325	3.0719111590873	0.00212693017914281	0.0257123152233889
Barthea01554	2141.37979812807	0.877747858031474	0.292662642851487	2.99917970219688	0.00270707588723801	0.0309000635230218
Barthea01583	330.230916029981	1.37253355569075	0.422543081461221	3.24826891247234	0.00116109479915925	0.0161547096196641
Barthea01606	103.782361136433	3.7455838221189	0.854981888746416	4.38089259131643	1.18194127157989e-05	0.000381472111104995
Barthea01616	436.428680737848	2.17423254401849	0.733052748724682	2.96599739623251	0.00301703043786398	0.0335502010543032
Barthea01629	111.395370193522	2.2075387982031	0.477726903940694	4.62092207910724	3.82038254289595e-06	0.000142279710682594
Barthea01634	539.497515024928	-1.6246275139352	0.38583071985285	-4.21072618208009	2.54551125095458e-05	0.000724067668824679
Barthea01664	112.184765517044	-3.80498964875196	0.491292456242392	-7.74485665392483	9.5689737226764e-15	2.2405131760387e-12
Barthea01669	48.2943127945331	1.96664714831275	0.652537134766708	3.013847095485	0.00257957778709283	0.0298335574164692
Barthea01688	14.592575680863	-2.90130558045974	0.85805788331151	-3.38124692621284	0.000721576673496119	0.0111635791563372
Barthea01703	13.1630034924972	6.21594727916024	1.48870583549206	4.17540331405077	2.97458574117595e-05	0.000829783088030744
Barthea01714	14345.4858500584	-3.90436876302011	0.603715656357981	-6.46723125680372	9.9814837187252e-11	1.11684411299674e-08
Barthea01720	951.502441754127	-1.7702086858763	0.536837417638722	-3.2974763451895	0.000975578918462378	0.0140850424782286
Barthea01726	8.13812146227896	6.50182454639176	1.58137857424817	4.11149148740864	3.93111371251424e-05	0.00104584995271125
Barthea01748	898.367692396802	-2.03044921312091	0.365664531955884	-5.55276499544636	2.81185985899718e-08	1.91142220925783e-06
Barthea01749	107.893646305014	-1.2567318787387	0.345362730507281	-3.63887521068869	0.000273831441957833	0.00509529991796078
Barthea01751	31.8812811248973	-2.1182300033086	0.721793793465724	-2.93467472633399	0.00333897505105484	0.03618355757598
Barthea01752	501.047159727457	-1.1226495934001	0.376646332030686	-2.98064655866245	0.00287640563046729	0.0323419774924152
Barthea01758	12.7034773924598	-3.84451953367558	1.03321973574196	-3.72091182609363	0.000198504743496499	0.00394010102132474
Barthea01759	41.1850121056194	-3.24832181289189	0.663286856760745	-4.89731068810187	9.71571604161157e-07	4.30273501580127e-05
Barthea01760	84.0207283939903	-1.17230811287007	0.410779373275975	-2.85386314196083	0.00431911334368448	0.0439398245265382
Barthea01762	26.749651632878	-2.94620421997377	0.840072410665218	-3.50708365442068	0.000453046699144528	0.00768717139641716
Barthea01764	57.5180800262732	-3.11918893061927	0.83214665160225	-3.74836445548805	0.000177991485976882	0.00360653822246827
Barthea01766	195.291530195535	-4.21889678090812	0.459331098028914	-9.18487078060311	4.12021702036656e-20	2.08379975805039e-17
Barthea01767	295.542315167465	-1.78458444666028	0.35438091246831	-5.03578038170964	4.759059550303e-07	2.30324819862751e-05
Barthea01772	252.058809941442	-1.29474954243988	0.313756029190273	-4.12661246950794	3.68145996730234e-05	0.000988793615753137
Barthea01776	411.211887188758	-3.72110172088239	0.854532638031593	-4.35454604689402	1.33342950734702e-05	0.000422280509292895
Barthea01801	320.429991118036	2.75427167086787	0.394217396083928	6.98668221704121	2.81462776646429e-12	4.21153252334117e-10
Barthea01802	130.911714475309	2.53898264696882	0.388342876420334	6.53799207126612	6.23502291001818e-11	7.24910996952114e-09
Barthea01814	385.655355261772	1.70624326697502	0.420555828854652	4.05711477503909	4.9682669851333e-05	0.00126804974565582
Barthea01832	338.927056876555	-1.00208527632084	0.311550010014792	-3.21645079155435	0.00129786789064888	0.0176355906957461
Barthea01843	72.309304487632	5.20474632543021	0.708922701088226	7.34176845718257	2.10789836080878e-13	3.80739141421086e-11
Barthea01856	1060.45387238143	1.30436440744255	0.255027548580351	5.11460198987713	3.1440317902653e-07	1.59647999791835e-05
Barthea01868	381.22915518301	1.32135517988419	0.395646625547431	3.33973575044629	0.000838581412733567	0.0125328767579788
Barthea01893	70.9295559986982	4.71942386841219	0.887693423252553	5.31650200935362	1.05781054975224e-07	6.17768689996764e-06
Barthea01894	271.252488958598	1.10084961783678	0.366180876379516	3.00630013429712	0.0026444783607305	0.0304033855635247
Barthea01923	33.8256459961786	-1.51458694604132	0.519123249091082	-2.91758642806533	0.00352751874415705	0.0377655081468549
Barthea01924	57.1837278304362	-1.40641925389075	0.459904576636413	-3.05806753256693	0.00222769366604353	0.0266711688315081
Barthea01929	25.2927640403403	-7.11015413251462	1.57977266221291	-4.50074514047793	6.77156587833234e-06	0.000234088820435173
Barthea01951	180.603854392306	1.46418561080808	0.479037544713793	3.05651535451751	0.00223926011315778	0.0267731868139372
Barthea01954	86.5992137935935	2.01486841983913	0.415040208231055	4.85463427369293	1.20609125090161e-06	5.22691216918156e-05
Barthea01955	1022.74816930018	0.834016576260177	0.27782875197754	3.00190880290029	0.00268292537364848	0.0307266645770543
Barthea01968	281.066569731624	3.24676074235923	0.67684166643437	4.7969280015861	1.61117480019628e-06	6.67461056189531e-05
Barthea01973	136.360889125851	1.59783344491002	0.403109159108988	3.96377360524824	7.37742206135174e-05	0.00174842137185035
Barthea01981	1063.57250603137	-2.61880865055401	0.414495047713926	-6.31806981771577	2.64850363756923e-10	2.74483753012426e-08
Barthea01983	35.9587503313947	2.29001799405328	0.631180963074161	3.6281480716715	0.00028546153417004	0.00526244384584361
Barthea01986	90.5169543956895	4.42023193449455	0.526079306268352	8.40221594316009	4.38131199376734e-17	1.48714667170996e-14
Barthea01991	557.624303982157	-0.771894440948127	0.270734880940777	-2.85110820691397	0.00435671404821154	0.0441830384977539
Barthea01995	131.933075104298	2.40418470370097	0.678054318982111	3.54571106826679	0.000391555272258472	0.00680582568903671
Barthea01996	4.47579050055844	5.63973828921824	1.90732093240981	2.95689005105852	0.00310758907503034	0.0342783680413651
Barthea02000	1536.92103834084	4.25095166457928	0.506850260876149	8.38699709304879	4.98717327484727e-17	1.68150858916934e-14
Barthea02005	348.433135333975	0.856250575607097	0.304689658289139	2.8102383927798	0.00495048164245911	0.0486628977779144
Barthea02020	204.795747899629	-2.63223700209834	0.641162981502734	-4.10541013445443	4.03598164212039e-05	0.00107037111457912
Barthea02021	263.069224418445	-2.97294993811478	0.889485260264876	-3.3423262542085	0.000830793483131218	0.0124606703467857
Barthea02024	387.649140077817	-2.13156643331975	0.725435188144016	-2.93832787291893	0.00329987838883448	0.0358813814273031
Barthea02025	103.620866009071	-1.33246853440246	0.473415900768737	-2.81458339747099	0.00488405031936916	0.0481314974477972
Barthea02053	48.1858501763105	2.67056863263414	0.877396923752206	3.04374059258539	0.00233656522829335	0.0277138335883996
Barthea02063	90.6165558912696	-1.36848182540859	0.35240839606804	-3.88322707596438	0.00010307922045482	0.00229961692743826
Barthea02064	105.289729844998	-1.54609750306474	0.380889303742403	-4.05917805481452	4.92457531215033e-05	0.0012591526613347
Barthea02066	6.8788496146082	-6.20269509476751	1.73647607230668	-3.57200147683466	0.000354263413277833	0.00629767034324303
Barthea02073	32.5766706998366	-3.05023126466233	0.888300645409	-3.43378256047299	0.000595221464911045	0.00952034332317397
Barthea02081	19.7542796748297	-3.31965080305553	1.15120244787813	-2.88363772086677	0.00393110710872816	0.0410267730136043
Barthea02085	122.264433638938	-2.71848394561055	0.754943337000449	-3.6009112371422	0.000317103832079168	0.00573419649730479
Barthea02087	691.420450465992	-2.09090702778404	0.393447892804382	-5.31431751452693	1.07057806214006e-07	6.23066576441121e-06
Barthea02091	233.004640253973	-1.14868216110374	0.349100304519834	-3.29040721601112	0.00100042488705844	0.0143536138051008
Barthea02099	191.022618051086	-1.06779919308939	0.360716530726028	-2.96021696299915	0.00307422457025867	0.0340589063835339
Barthea02111	1201.49061584626	1.64657252610363	0.439417758720587	3.74716882380405	0.000178841724768489	0.00362231486991043
Barthea02122	19.6120980949405	2.45359984817212	0.758378294242625	3.23532446379214	0.00121504570349608	0.0167258945166887
Barthea02151	14.9134004628495	-4.42724856732213	1.03843225686431	-4.26339661355554	2.01342680060759e-05	0.000594101869549178
Barthea02159	247.863257964313	1.14616912973943	0.311278406310745	3.68213504856879	0.00023128882784528	0.00445956251173277
Barthea02162	130.93137837293	-5.32017191608363	0.838299445875686	-6.34638605841639	2.20431667770046e-10	2.32256908280627e-08
Barthea02169	237.41128648097	-1.39785699816919	0.344384865415973	-4.0589966010288	4.92840309170322e-05	0.00125949462538095
Barthea02179	477.317929045106	1.50708119759763	0.29161732688343	5.16800978084567	2.36599931031831e-07	1.24000430175491e-05
Barthea02186	32.7322341967395	-2.60498039801036	0.596517066903468	-4.36698385099503	1.25974037573578e-05	0.000402981464281069
Barthea02189	122.002824462336	-2.25056401898485	0.630242523736383	-3.57094917309358	0.000355689919523841	0.00631415151980283
Barthea02199	234.255674400328	1.80270548759059	0.505554848410904	3.56579606200392	0.000362753386237983	0.00640200509227899
Barthea02211	45.2994723954679	-7.95464985960123	1.2961811800229	-6.13698916648418	8.41001186553076e-10	7.95021215138726e-08
Barthea02218	586.020230720824	-1.96796321692953	0.36408041456975	-5.40529822032631	6.47006515935279e-08	4.0157113369984e-06
Barthea02225	138.524066999672	3.9110738561148	0.788443724339054	4.96049842922324	7.03125299309357e-07	3.27445322399362e-05
Barthea02226	44.9128864562791	7.99908188606895	1.30307820778759	6.13860460428547	8.32494868624641e-10	7.8993298275218e-08
Barthea02227	20.5256639196127	7.83669789844473	1.3895764519755	5.63963061356116	1.70415343980553e-08	1.22774302305078e-06
Barthea02232	189.988729289774	6.09691802127593	0.773511864815525	7.8821260521065	3.21857085720797e-15	8.05837728234125e-13
Barthea02236	438.918112455951	-9.27931664178005	1.20646656619251	-7.69131686016353	1.45628275836318e-14	3.28801341536687e-12
Barthea02241	804.367913714147	-4.92698685599017	0.600334706768569	-8.20706649214194	2.26658059241328e-16	6.86421038690428e-14
Barthea02268	8.53018482657797	4.6011734533384	1.42091352260457	3.23817979077595	0.00120294974551552	0.016595521925654
Barthea02277	2155.14941169949	1.68598252710825	0.286855751604693	5.87745763393877	4.16615291846893e-09	3.52346461290245e-07
Barthea02283	51.9300526570417	2.71409208846944	0.935522647380341	2.90115059861936	0.00371795148044133	0.0392804253443327
Barthea02284	26.2842369064084	7.22091675839392	1.45906085072321	4.94901686575633	7.45892841421786e-07	3.45453575594385e-05
Barthea02291	11.3878423532828	-5.05579929392288	1.47657853075437	-3.42399621057739	0.00061707481410172	0.00980168301607867
Barthea02299	28.5384952783561	-4.13578912854213	0.809264576398394	-5.11055253023471	3.21217978986325e-07	1.62455992872334e-05
Barthea02308	89.5782680301458	-4.07721875458577	1.10569084289523	-3.68748532266909	0.000226481152507892	0.00439198017181236
Barthea02309	85.0331618367851	-1.71351549373751	0.513252193808758	-3.33854489938329	0.000842184185283626	0.0125644440031621
Barthea02311	471.304055069839	-2.41139576493787	0.628035847822615	-3.8395830003942	0.000123243459994643	0.0026546158386836
Barthea02319	209.386251019434	1.36084006911791	0.408359849029406	3.33245315951695	0.000860839599829416	0.0127749303877267
Barthea02322	208.744415814742	1.4787050486146	0.306720707305486	4.82101473227839	1.42829807421025e-06	6.06008180395832e-05
Barthea02329	185.900108333276	3.69291428347723	0.570501826773106	6.47309808693379	9.60135789655151e-11	1.07669329405342e-08
Barthea02333	6.35358061343901	6.14082248227248	1.63468394770011	3.7565808919285	0.000172250610445516	0.00351273170293627
Barthea02334	1638.85305268829	2.05932400941952	0.28739651979378	7.1654451866612	7.75341753149035e-13	1.29415541800371e-10
Barthea02340	223.624743732736	-9.26332757053899	1.96012177436529	-4.72589391724837	2.29105237181464e-06	9.1149483853153e-05
Barthea02344	533.931073394538	2.28531241231225	0.643489801246251	3.55143532638166	0.000383136139383095	0.00668406700562265
Barthea02345	439.73030304197	-1.61906158439824	0.351177389528351	-4.61038105719941	4.01931552609522e-06	0.000148377286665888
Barthea02347	8.9677530735898	5.65161758987724	1.61579233587867	3.49773758940618	0.000469222563075661	0.00791031037585051
Barthea02351	142.845712211708	-3.15920996527407	1.0033501757779	-3.14866139613195	0.00164020122765253	0.0211993808046324
